name,tag,symbol,id,currency,status
Citadel,,CTL,,,unavailable
Emerald Crypto,emerald,EMD,1071522,USD,available
Guncoin,guncoin,GUN,1071491,USD,available
Decentralized Machine Learning,,DML,,,unavailable
MesChain,,MES,,,unavailable
Storiqa,storiqa,STQ,1094204,USD,available
Proton Token,proton-token,PTT,1095972,USD,available
Inex Project,,INEX,,,unavailable
YMPL,,YMPL,,,unavailable
Dynamite,dynamite,DYNMT,1158804,USD,available
Bitsdaq,,BQQQ,,,unavailable
DraftCoin,draftcoin,DFT,1061795,USD,available
Elacoin,elacoin,ELC,1071860,USD,available
W Green Pay,,WGP,,,unavailable
Waletoken,,WTN,,,unavailable
Hashshare,,HSS,,,unavailable
Yfscience,,YFSI,,,unavailable
KekCoin,kekcoin,KEK,1071412,USD,available
renDOGE,,RENDOGE,,,unavailable
Bitz,bitz,BITZ,1071670,USD,available
SuperCoin,supercoin,SUPER,1071353,USD,available
Arionum,,ARO,,,unavailable
SynLev,,SYN,,,unavailable
Semux,,SEM,,,unavailable
vSlice,vslice,VSL,1070468,USD,available
Baguette Token,,BGTT,,,unavailable
STRAKS,,STAK,,,unavailable
PosEx,posex,PEX,1071731,USD,available
PoSW Coin,posw-coin,POSW,1061851,USD,available
More Coin,,MORE,,,unavailable
EvenCoin,evencoin,EVN,1117895,USD,available
Adzcoin,adzcoin,ADZ,1061861,USD,available
BitBar,bitbar,BTB,1071311,USD,available
Truegame,tgame,TGAME,1089395,USD,available
Bitgesell,,BGL,,,unavailable
Evil Coin,evil-coin,EVIL,1071637,USD,available
CryptoVerificationCoin,,CVCC,,,unavailable
Crowd Machine,crowd-machine,CMCT,1094057,USD,available
wave edu coin,,WEC,,,unavailable
Verify,verify,CRED,1071733,USD,available
Elysian,,ELY,,,unavailable
TouchCon,,TOC,,,unavailable
TOKPIE,,TKP,,,unavailable
Worldcore,worldcore,WRC,1066708,USD,available
InterValue,,INVE,,,unavailable
Nasdacoin,nasdacoin,NSD,1117864,USD,available
Monkey Project,monkey-project,MONK,1071544,USD,available
Bata,bata,BTA,1070566,USD,available
Gentarium,,GTM,,,unavailable
KushCoin,kushcoin,KUSH,1071620,USD,available
PEPS Coin,,PEPS,,,unavailable
Donu,,DONU,,,unavailable
Yacoin,yacoin,YAC,1071631,USD,available
PopularCoin,popularcoin,POP,1071468,USD,available
WinCash,,WCC,,,unavailable
Herbalist Token,,HERB,,,unavailable
Blockburn,,BURN,,,unavailable
Rebased,,REB2,,,unavailable
Italian Lira,,ITL,,,unavailable
INRToken,,INRT,,,unavailable
Fire Lotto,,FLOT,,,unavailable
Giant,,GIC,,,unavailable
MalwareChain,,MALW,,,unavailable
4NEW,,KWATT,,,unavailable
ZINC,,ZINC,,,unavailable
OctoCoin,octocoin,888,1071644,USD,available
IGToken,,IG,,,unavailable
VULCANO,vulcano,VULC,1071830,USD,available
TEAM (TokenStars),tokenstars,TEAM,1089523,USD,available
WITChain,,WIT,,,unavailable
Martkist,,MARTK,,,unavailable
Sling,sling,SLING,1071666,USD,available
Aditus,,ADI,,,unavailable
Bitnation,,XPAT,,,unavailable
Firecoin,firecoin,FIRE,1071657,USD,available
SiaCashCoin,,SCC,,,unavailable
Datarius Credit,,DTRC,,,unavailable
Crave,crave,CRAVE,1071359,USD,available
Micromines,,MICRO,,,unavailable
BitClave,,CAT,,,unavailable
BitWhite,bitwhite,BTW,1153429,USD,available
Litecoin Plus,litecoin-plus,LCP,1071441,USD,available
Paytomat,,PTI,,,unavailable
Neuromorphic.io,,NMP,,,unavailable
EnterCoin,,ENTRC,,,unavailable
MojoCoin,mojocoin,MOJO,1070826,USD,available
Rimbit,rimbit,RBT,1071563,USD,available
LuckySevenToken,,LST,,,unavailable
Mineum,mineum,MNM,1071628,USD,available
Joulecoin,joulecoin,XJO,1071429,USD,available
Taklimakan Network,,TAN,,,unavailable
BlockCAT,blockcat,CAT,1073631,USD,available
Zetacoin,zetacoin,ZET,1071390,USD,available
LHT,,LHT,,,unavailable
MktCoin,,MLM,,,unavailable
BTC Lite,,BTCL,,,unavailable
Bitcoin Zero,bitcoin-zero,BZX,1110551,USD,available
BitCoen,,BEN,,,unavailable
Franko,franko,FRK,1071649,USD,available
Bitcoin Interest,bitcoin-interest,BCI,1094198,USD,available
MFCoin,,MFC,,,unavailable
GoldFund,,GFUN,,,unavailable
Era Swap,,ES,,,unavailable
BitGuild PLAT,,PLAT,,,unavailable
Bolivarcoin,bolivarcoin,BOLI,1061896,USD,available
Bela,belacoin,BELA,1066689,USD,available
Cyber Movie Chain,,CMCT,,,unavailable
ShowHand,,HAND,,,unavailable
GameBet Coin,gamebet-coin,GBT,1071755,USD,available
Arion,,ARION,,,unavailable
Fireball,,FIRE,,,unavailable
RealChain,,RCT,,,unavailable
Ultimate Secure Cash,ultimate-secure-cash,USC,1070775,USD,available
DABANKING,,DAB,,,unavailable
PengolinCoin,,PGO,,,unavailable
Rubies,rubies,RBIES,1070815,USD,available
FirstCoin,firstcoin,FRST,1061815,USD,available
Eroscoin,eroscoin,ERO,1071796,USD,available
Helex,,HLX,,,unavailable
Yocoin,,YOC,,,unavailable
Kurrent,kurrent,KURT,1071557,USD,available
Ratecoin,ratecoin,XRA,1071638,USD,available
Plus-Coin,,NPLC,,,unavailable
Unitus,unitus,UIS,1071402,USD,available
Netrum,,NTR,,,unavailable
Raise,,RAISE,,,unavailable
ProxyNode,,PRX,,,unavailable
Xios,xios,XIOS,1060444,USD,available
Prime-Ex Perpetual,prime-ex-perpetual,PEXT,1072973,USD,available
Xuez,,XUEZ,,,unavailable
PX,px,PX,1071646,USD,available
SteepCoin,steepcoin,STEEP,1073607,USD,available
BillaryCoin,billarycoin,BLRY,1071695,USD,available
ebakus,,EBK,,,unavailable
Universe,universe,UNI,1071608,USD,available
GravityCoin,,GXX,,,unavailable
EUNOMIA,,ENTS,,,unavailable
Unify,unify,UNIFY,1061887,USD,available
Cheesecoin,,CHEESE,,,unavailable
GuccioneCoin,guccionecoin,GCC,1071315,USD,available
Privatix,privatix,PRIX,1071396,USD,available
S.Finance,,SFG,,,unavailable
GoPower,,GPT,,,unavailable
WeBlock,,WON,,,unavailable
MESEFA,,SEFA,,,unavailable
Zloadr,,ZDR,,,unavailable
MedicCoin,,MEDIC,,,unavailable
Bitcoin Red,bitcoin-red,BTCRED,1061848,USD,available
Mchain,mchain,MAR,1162587,USD,available
Coin2.1,coin2-1,C2,1071499,USD,available
Kind Ads Token,,KIND,,,unavailable
Bitzeny,bitzeny,ZNY,1071238,USD,available
Bintex Futures,,BNTX,,,unavailable
SF Capital,,SFCP,,,unavailable
YFFII Finance,,YFFII,,,unavailable
Rupee,rupee,RUP,1066742,USD,available
Thingschain,,TIC,,,unavailable
Mining Core Coin,,MCC,,,unavailable
Ignition,,IC,,,unavailable
YENTEN,,YTN,,,unavailable
Arepacoin,,AREPA,,,unavailable
ETHplode,,ETHPLO,,,unavailable
BeaverCoin,beavercoin,BVC,1071697,USD,available
BERNcash,berncash,BERN,1071619,USD,available
FidexToken,,FEX,,,unavailable
Linfinity,,LFC,,,unavailable
Tourist Token,,TOTO,,,unavailable
Asian Dragon,,AD,,,unavailable
Digiwage,,WAGE,,,unavailable
Veles,,VLS,,,unavailable
Spots,spots,SPT,1071680,USD,available
Niobio Cash,niobio-cash,NBR,1075607,USD,available
StarDEX,,XSTAR,,,unavailable
ZeusNetwork,,ZEUS,,,unavailable
Asura Coin,,ASA,,,unavailable
BitSend,,BSD,,,unavailable
Bitcoin Free Cash,,BFC,,,unavailable
EthereumX,,ETX,,,unavailable
Biotron,,BTRN,,,unavailable
iTicoin,iticoin,ITI,1070662,USD,available
WARP,warp,WARP,1071694,USD,available
SafeCapital,,SCAP,,,unavailable
Hurify,,HUR,,,unavailable
Universal Currency,universal-currency,UNIT,1071340,USD,available
BoutsPro,,BOUTS,,,unavailable
YFIVE FINANCE,,YFIVE,,,unavailable
LiteBar,litebar,LTB,1071454,USD,available
ATBCoin,atbcoin,ATB,1061878,USD,available
VoteCoin,,VOT,,,unavailable
PureVidz,purevidz,VIDZ,1071508,USD,available
ARAW,,ARAW,,,unavailable
Defis,,XGM,,,unavailable
Bionic,,BNC,,,unavailable
Fivebalance,,FBN,,,unavailable
GlobalToken,globaltoken,GLT,1071547,USD,available
INMAX,,INX,,,unavailable
CFun,,CFUN,,,unavailable
Blocklancer,,LNC,,,unavailable
Civitas,,CIV,,,unavailable
Kush Finance,,KSEED,,,unavailable
DistX,,DISTX,,,unavailable
Ethereum Gold Project,,ETGP,,,unavailable
BitRewards,,BIT,,,unavailable
Syndicate,syndicate,SYNX,1071275,USD,available
FUTURAX,,FTXT,,,unavailable
Atheios,,ATH,,,unavailable
SmartCoin,smartcoin,SMC,1071439,USD,available
Social Activity Token,,SAT,,,unavailable
ELTCOIN,eltcoin,ELTCOIN,1072146,USD,available
yTSLA Finance,,yTSLA,,,unavailable
INDINODE,,XIND,,,unavailable
Neural Protocol,,NRP,,,unavailable
Kemacoin,,KEMA,,,unavailable
Fox Trading,,FOXT,,,unavailable
Paragon,paragon,PRG,1148063,USD,available
Cryptrust,,CTRT,,,unavailable
Miners' Reward Token,miners-reward-token,MRT,1070570,USD,available
StarterCoin,,STAC,,,unavailable
GoldBlocks,goldblocks,GB,1070557,USD,available
CyberMusic,,CYMT,,,unavailable
Baz Token,,BAZT,,,unavailable
Suretly,suretly,SUR,1088734,USD,available
Onix,onix,ONX,1071345,USD,available
ICOBID,icobid,ICOB,1071602,USD,available
Global Currency Reserve,global-currency-reserve,GCR,1071203,USD,available
Ethereum Cash,ethereumcash,ECASH,1071504,USD,available
CoinUs,,CNUS,,,unavailable
Digital Money Bits,digital-money-bits,DMB,1071579,USD,available
Provoco Token,,VOCO,,,unavailable
BLOC.MONEY,,BLOC,,,unavailable
Blakecoin,blakecoin,BLC,1071643,USD,available
Newton Coin Project,,NCP,,,unavailable
ArbitrageCT,,ARCT,,,unavailable
IFX24,,IFX24,,,unavailable
Acoin,acoin,ACOIN,1071641,USD,available
Bitcoin Incognito,,XBI,,,unavailable
Webcoin,,WEB,,,unavailable
Trexcoin,,TREX,,,unavailable
Narrative,,NRVE,,,unavailable
Arqma,,ARQ,,,unavailable
GlobalCoin,globalcoin,GLCn,1071617,USD,available
Theresa May Coin,theresa-may-coin,MAY,1071698,USD,available
TrumpCoin,trumpcoin,TRUMP,1070655,USD,available
Bitcoin Adult,,BTAD,,,unavailable
CryptoAds Marketplace,,CRAD,,,unavailable
Bitradio,bitradio,BRO,1071460,USD,available
Shilling,shilling,SH,1071971,USD,available
CBDAO,,BREE,,,unavailable
Grimm,,GRIMM,,,unavailable
Cipher,,CPR,,,unavailable
PostCoin,postcoin,POST,1070690,USD,available
YoloCash,,YLC,,,unavailable
Connect Coin,,XCON,,,unavailable
Metal Music Coin,metal-music-coin,MTLMC3,1071674,USD,available
Scanetchain,,SWC,,,unavailable
TEKcoin,tekcoin,TEK,1071706,USD,available
Bitcoin CZ,,BCZ,,,unavailable
Cream,cream,CRM,1071466,USD,available
RoBET,,ROBET,,,unavailable
CPUchain,,CPU,,,unavailable
Italo,,XTA,,,unavailable
VIP Tokens,vip-tokens,VIP,1071702,USD,available
Zurcoin,zurcoin,ZUR,1071462,USD,available
Uro,uro,URO,1071545,USD,available
Atonomi,atonomi,ATMI,1089371,USD,available
Global Crypto Alliance,,CALL,,,unavailable
SnodeCoin,,SND,,,unavailable
UNICORN Token,,UNI,,,unavailable
Compound Coin,,COMP,,,unavailable
BitMoney,,BIT,,,unavailable
FuzzBalls,fuzzballs,FUZZ,1071710,USD,available
Regalcoin,regalcoin,REC,1061826,USD,available
Zuflo Coin,,ZFL,,,unavailable
FUZE Token,,FUZE,,,unavailable
Jade Currency,,JADE,,,unavailable
MultiCoinCasino,,MCC,,,unavailable
Wild Crypto,wild-crypto,WILD,1071812,USD,available
Debitcoin,debitcoin,DBTC,1071538,USD,available
Bitcoiin,,B2G,,,unavailable
MindCoin,mindcoin,MND,1071687,USD,available
Dreamcoin,dreamcoin,DRM,1071683,USD,available
Centurion,centurion,CNT,1071350,USD,available
Save Environment Token,,SET,,,unavailable
Moin,moin,MOIN,1070616,USD,available
The Currency Analytics,,TCAT,,,unavailable
Decentralized Asset Trading Platform,,DATP,,,unavailable
CryCash,crycash,CRC,1066755,USD,available
BitcoiNote,,BTCN,,,unavailable
Apollon,,XAP,,,unavailable
SCRIV NETWORK,,SCRIV,,,unavailable
GoHelpFund,,HELP,,,unavailable
Blur,,BLUR,,,unavailable
Unrealcoin,unrealcoin,URC,1071624,USD,available
XGOX,xgox,XGOX,1071456,USD,available
SparksPay,,SPK,,,unavailable
Signatum,signatum,SIGT,1071418,USD,available
ALL BEST ICO,,ALLBI,,,unavailable
Yield Stake Finance,,YI12,,,unavailable
iBTC,ibtc,IBTC,1072164,USD,available
ANON,,ANON,,,unavailable
Zenswap Network Token,,ZNT,,,unavailable
Mainstream For The Underground,,MFTU,,,unavailable
XDNA,,XDNA,,,unavailable
EDRCoin,edrcoin,EDRC,1071851,USD,available
Aeryus,,AER,,,unavailable
Beatcoin,beatcoin,XBTS,1071691,USD,available
Kalkulus,,KLKS,,,unavailable
Celeum,,CLX,,,unavailable
GeyserCoin,geysercoin,GSR,1071575,USD,available
Nyerium,,NYEX,,,unavailable
Yearn Finance Bit,,YFBT,,,unavailable
Sativacoin,sativacoin,STV,1071614,USD,available
Spectrum,,SPT,,,unavailable
Castle,,CSTL,,,unavailable
Iungo,,ING,,,unavailable
ACE (TokenStars),,ACE,,,unavailable
UChain,,UCN,,,unavailable
Obee Network,,OBEE,,,unavailable
Carebit,,CARE,,,unavailable
TOKYO,tokyo,TOKC,1066737,USD,available
Influxcoin,influxcoin,INFX,1071404,USD,available
Ride My Car,ride-my-car,RIDE,1071749,USD,available
Orlycoin,orlycoin,ORLY,1071713,USD,available
Amino Network,,AMIO,,,unavailable
Iridium,,IRD,,,unavailable
Payfair,,PFR,,,unavailable
PayCoin,paycoin2,XPY,1071500,USD,available
Save and Gain,save-and-gain,SANDG,1071773,USD,available
Kabberry Coin,,KKC,,,unavailable
Jewels,jewels,JWL,1071684,USD,available
Galilel,,GALI,,,unavailable
TravelNote,,TVNT,,,unavailable
EXMR FDN,,EXMR,,,unavailable
Intelligent Trading Foundation,,ITT,,,unavailable
KWHCoin,,KWH,,,unavailable
Braincoin,braincoin,BRAIN,1071764,USD,available
Halving Token,,HALV,,,unavailable
Bitcoinus,,BITS,,,unavailable
LetItRide,letitride,LIR,1071565,USD,available
Shivers,,SHVR,,,unavailable
Spectiv,,SIG,,,unavailable
Exosis,,EXO,,,unavailable
BUDDY,,BUD,,,unavailable
ParkByte,parkbyte,PKB,1071319,USD,available
GoldPieces,goldpieces,GP,1071536,USD,available
MustangCoin,mustangcoin,MST,1071682,USD,available
AmsterdamCoin,amsterdamcoin,AMS,1071821,USD,available
CCUniverse,,UVU,,,unavailable
PayCon,paycon,CON,1071671,USD,available
PRiVCY,privcy,PRIV,1148190,USD,available
X-Coin,x-coin,XCO,1071707,USD,available
BitRent,bitrent,RNTB,1094007,USD,available
Matchpool,guppy,GUP,1061506,USD,available
Data Transaction Token,,XD,,,unavailable
RonPaulCoin,ronpaulcoin,RPC,1071533,USD,available
MarteXcoin,martexcoin,MXT,1071257,USD,available
Zealium,,NZL,,,unavailable
Nekonium,,NUKO,,,unavailable
Elementrem,elementrem,ELE,1071370,USD,available
BLAST,,BLAST,,,unavailable
PIECoin,piecoin,PIE,1071703,USD,available
Mobile Crypto Pay Coin,,MCPC,,,unavailable
DNotes,dnotes,NOTE,1066693,USD,available
ARBITRAGE,arbitrage,ARB,1093962,USD,available
Impleum,,IMPL,,,unavailable
Vivid Coin,,VIVID,,,unavailable
Ethouse,,HORSE,,,unavailable
HyperQuant,,HQT,,,unavailable
SpreadCoin,spreadcoin,SPR,1071351,USD,available
Zonecoin,zonecoin,ZNE,1071761,USD,available
BowsCoin,bowscoin,BSC,1071709,USD,available
Californium,californium,CF,1071679,USD,available
ImageCash,,IMGC,,,unavailable
ARbit,arbit,ARB,1071732,USD,available
Thore Cash,thore-cash,TCH,1094134,USD,available
OsmiumCoin,osmiumcoin,OS76,1071714,USD,available
JobsCoin,jobscoin,JOBS,1071758,USD,available
Bitcoin 21,bitcoin-21,XBTC21,1071640,USD,available
Desire,desire,DSR,1071738,USD,available
Galactrum,,ORE,,,unavailable
Squorum,,SQR,,,unavailable
Streamit Coin,,STREAM,,,unavailable
ROIyal Coin,,ROCO,,,unavailable
Visio,visio,VISIO,1071409,USD,available
Datacoin,,DTC,,,unavailable
BoatPilot Token,,NAVY,,,unavailable
SydPak,sydpak,SDP,1071767,USD,available
noob.finance,,$NOOB,,,unavailable
Phantomx,,PNX,,,unavailable
ETHPlus,,ETHP,,,unavailable
Flowchain,,FLC,,,unavailable
Xonecoin,xonecoin,XOC,1071762,USD,available
Zayedcoin,zayedcoin,ZYD,1071724,USD,available
Guider,,GDR,,,unavailable
ImpulseCoin,impulsecoin,IMPS,1071700,USD,available
LatiumX,,LATX,,,unavailable
onLEXpa,,onLEXpa,,,unavailable
BROTHER,brat,BRAT,1071708,USD,available
Hyper Speed Network,,HSN,,,unavailable
CrevaCoin,crevacoin,CREVA,1070752,USD,available
BunnyToken,,BUNNY,,,unavailable
SWYFT,,SWYFTT,,,unavailable
XOVBank,,XOV,,,unavailable
Joint Ventures,,JOINT,,,unavailable
Rupaya,rupaya,RUPX,1071669,USD,available
aWSB,,aWSB,,,unavailable
GenesisX,,XGS,,,unavailable
EagleX,,EGX,,,unavailable
Quebecoin,quebecoin,QBC,1071893,USD,available
HOdlcoin,hodlcoin,HODL,1071625,USD,available
Ultragate,,ULG,,,unavailable
SongCoin,songcoin,SONG,1071712,USD,available
Gossip Coin,,GOSS,,,unavailable
Titcoin,titcoin,TIT,1070653,USD,available
Electrum Dark,,ELD,,,unavailable
Destiny,destiny,DES,1071719,USD,available
1X2 COIN,,1X2,,,unavailable
Taler Coin,talercoin,TLR,1122572,USD,available
Feellike,,FLL,,,unavailable
Litecred,litecred,LTCR,1071541,USD,available
EquiTrader,equitrader,EQT,1071358,USD,available
Abitshadow Token,,ABST,,,unavailable
Business Credit Alliance Chain,,BCAC,,,unavailable
Dollarcoin,dollarcoin,DLC,1071658,USD,available
ClearPoll,,POLL,,,unavailable
APR Coin,,APR,,,unavailable
SkyHub Coin,,SHB,,,unavailable
BitCoal,bitcoal,COAL,1071530,USD,available
MDtoken,,MDTK,,,unavailable
Klimatas,,KTS,,,unavailable
SpeedCash,speedcash,SCS,1071763,USD,available
Bitcoin Classic,,BXC,,,unavailable
MoX,,MOX,,,unavailable
Diligence,,IRA,,,unavailable
Eurocoin,eurocoin,EUC,1071529,USD,available
SYB Coin,,SYBC,,,unavailable
Mirai,,MRI,,,unavailable
Paparazzi,,PAZZI,,,unavailable
Open Trading Network,open-trading-network,OTN,1155985,USD,available
Cannation,cannation,CNNC,1071623,USD,available
Prime-XI,prime-xi,PXI,1071647,USD,available
MiloCoin,milocoin,MILO,1071562,USD,available
LiteBitcoin,litebitcoin,LBTC,1066697,USD,available
Cabbage,cabbage,CAB,1071771,USD,available
TajCoin,tajcoin,TAJ,1071535,USD,available
RSGPcoin,rsgpcoin,RSGP,1071769,USD,available
Alpha Coin,,APC,,,unavailable
Archetypal Network,,ACTP,,,unavailable
Veltor,veltor,VLT,1071485,USD,available
NevaCoin,nevacoin,NEVA,1071662,USD,available
Akroma,,AKA,,,unavailable
Absolute,,ABS,,,unavailable
Luna Coin,luna-coin,LUNA,1070908,USD,available
XMCT,,XMCT,,,unavailable
VectorAI,vector,VEC2,1071681,USD,available
JavaScript Token,javascript-token,JS,1072158,USD,available
IBStoken,,IBS,,,unavailable
High Voltage,high-voltage,HVCO,1071766,USD,available
Bulleon,bulleon,BUL,1153134,USD,available
LiteCoin Ultra,litecoin-ultra,LTCU,1071553,USD,available
Project-X,project-x,NANOX,1071748,USD,available
e-Gulden,,EFL,,,unavailable
PLNcoin,plncoin,PLNC,1071718,USD,available
Soverain,,SOVE,,,unavailable
MoneroV ,,XMV,,,unavailable
Bitvolt,bitvolt,VOLT,1071772,USD,available
Ragnarok,,RAGNA,,,unavailable
Independent Money System,independent-money-system,IMS,1071650,USD,available
Livenodes,,LNO,,,unavailable
PlatinumBAR,platinumbar,XPTX,1071487,USD,available
BenjiRolls,benjirolls,BENJI,1071705,USD,available
Paypex,paypex,PAYX,1094201,USD,available
PAXEX,,PAXEX,,,unavailable
Dalecoin,dalecoin,DALC,1071520,USD,available
BriaCoin,briacoin,BRIA,1066695,USD,available
WomenCoin,women,WOMEN,1071564,USD,available
CatoCoin,,CATO,,,unavailable
Dash Green,dash-green,DASHG,1115828,USD,available
BoostCoin,,BOST,,,unavailable
LitecoinToken,,LTK,,,unavailable
Wild Beast Block,wild-beast-block,WBB,1071757,USD,available
Peerguess,guess,GUESS,1077122,USD,available
EcoCoin,ecocoin,ECO,1071531,USD,available
Staker,,STR,,,unavailable
Gold Poker,,GPKR,,,unavailable
Crystal Clear ,crystal-clear,CCT,1071471,USD,available
Comet,comet,CMT,1071975,USD,available
SONO,altcommunity-coin,SONO,1071480,USD,available
Ether Kingdoms Token,,IMP,,,unavailable
NodeCoin,nodecoin,NODC,1071776,USD,available
iBank,ibank,IBANK,1071768,USD,available
Dinero,,DIN,,,unavailable
Coinonat,coinonat,CXT,1071558,USD,available
SocialCoin,socialcoin-socc,SOCC,1071568,USD,available
KZ Cash,,KZC,,,unavailable
Fintab,fintab,FNTB,1079932,USD,available
Pamp Network,,PAMP,,,unavailable
Crystal Token,,CYL,,,unavailable
RouletteToken,roulettetoken,RLT,1077117,USD,available
Magic Cube Coin,,MCC,,,unavailable
MNPCoin,,MNP,,,unavailable
Ccore,ccore,CCO,1072107,USD,available
Agrolot,,AGLT,,,unavailable
Iconic,iconic,ICON,1071566,USD,available
Qbic,,QBIC,,,unavailable
Experience Points,experience-points,XP,1064945,USD,available
Stakinglab,,LABX,,,unavailable
VapersCoin,vaperscoin,VPRC,1071693,USD,available
PAWS Fund,,PAWS,,,unavailable
WXCOINS,,WXC,,,unavailable
PonziCoin,ponzicoin,PONZI,1071723,USD,available
HEIDI,,HDI,,,unavailable
Argus,argus,ARGUS,1071572,USD,available
Benz,,BENZ,,,unavailable
Money Plant Token,,MPT,,,unavailable
Bitcoin Fast,,BTCF,,,unavailable
Concoin,concoin,CONX,1071778,USD,available
Flit Token,,FLT,,,unavailable
Abulaba,,AAA,,,unavailable
ArtByte,artbyte,ABY,1070442,USD,available
Nibble,,NBXC,,,unavailable
Helpico,helpico,HELP,1097759,USD,available
HarmonyCoin,harmonycoin-hmc,HMC,1071577,USD,available
X2,x2,X2,1071936,USD,available
1SG,,1SG,,,unavailable
AOS,,AOS,,,unavailable
B20,,B20,,,unavailable
B91,,B91,,,unavailable
Basis Gold,,BAG,,,unavailable
BQT,,BQTX,,,unavailable
Brazilian Digital Token,,BRZ,,,unavailable
CRYPTO20,c20,C20,1065493,USD,available
Cap,,CAP,,,unavailable
DMD,,DMD,,,unavailable
DWS,,DWS,,,unavailable
EOX,,EOX,,,unavailable
FME,,FME,,,unavailable
IDK,,IDK,,,unavailable
KEY,,KEY,,,unavailable
KVI,,KVI,,,unavailable
LBK,,LBK,,,unavailable
LCG,,LCG,,,unavailable
MDUKEY,,MDU,,,unavailable
MEX,,MEX,,,unavailable
MP3,,MP3,,,unavailable
MP4,,MP4,,,unavailable
MSD,,MSD,,,unavailable
ODE,,ODE,,,unavailable
ORO,,ORO,,,unavailable
OVR,,OVR,,,unavailable
OWL,,OWL,,,unavailable
P2P,,P2P,,,unavailable
Rai Reflex Index,,RAI,,,unavailable
RON,ron,RON,1155832,USD,available
Sai,,SAI,,,unavailable
SUP,,SUP,,,unavailable
TAI,,TAI,,,unavailable
THC,,THC,,,unavailable
UBU,,UBU,,,unavailable
XSwap,,XSP,,,unavailable
YAS,,YAS,,,unavailable
ZOM,,ZOM,,,unavailable
ZYX,,ZYX,,,unavailable
Aces,aces,ACES,1071844,USD,available
AGAr,,AGAR,,,unavailable
AK12,,AK12,,,unavailable
ALQO,alqo,XLQ,1071342,USD,available
ARCS,,ARX,,,unavailable
ARTH,,ARTH,,,unavailable
ARVO,,ARVO,,,unavailable
ATTN,,ATTN,,,unavailable
Bast,,BAST,,,unavailable
Belt,,BELT,,,unavailable
Bone,,BONE,,,unavailable
BPOP,,BPOP,,,unavailable
BSYS,,BSYS,,,unavailable
BUMO,bumo,BU,1097717,USD,available
Camp,,CAMP,,,unavailable
CNNS,,CNNS,,,unavailable
COIL,,COIL,,,unavailable
Coni,,CONI,,,unavailable
CORN,,CORN,,,unavailable
CSPC,,CSPC,,,unavailable
DACC,,DACC,,,unavailable
Dark,,D4RK,,,unavailable
DEEX,deex,DEEX,1116643,USD,available
Defi,,DEFI,,,unavailable
DEOR,,DEOR,,,unavailable
Dice,,DICE,,,unavailable
DMme,,DMME,,,unavailable
Dogz,,DOGZ,,,unavailable
DSYS,,DSYS,,,unavailable
Enzo,,NZO,,,unavailable
Epic,,EPIC,,,unavailable
Eska,,ESK,,,unavailable
EXOR,,EXOR,,,unavailable
Fame,,FAME,,,unavailable
FLEX,,FLEX,,,unavailable
FOCV,,FOCV,,,unavailable
FOIN,foin,FOIN,1116376,USD,available
Font,,FONT,,,unavailable
G999,,G999,,,unavailable
gAsp,,GASP,,,unavailable
Govi,,GOVI,,,unavailable
Grom,,GR,,,unavailable
GYEN,,GYEN,,,unavailable
GYSR,,GYSR,,,unavailable
Hdac,,HDAC,,,unavailable
HOLD,,HOLD,,,unavailable
HOMT,,HOMT,,,unavailable
HOPR,,HOPR,,,unavailable
Supreme Finance,,HYPE,,,unavailable
iETH,,IETH,,,unavailable
IOEX,,IOEX,,,unavailable
ITEN,,ITEN,,,unavailable
JFIN,,JFC,,,unavailable
Kala,kala,KALA,1162584,USD,available
KINE,,KINE,,,unavailable
KNOW,,KNOW,,,unavailable
Lien,,LIEN,,,unavailable
LINA,,LINA,,,unavailable
LIZA,liza,LIZA,1123785,USD,available
Lock3r Network,,LK3R,,,unavailable
LUCY,,LUCY,,,unavailable
LYFE,,LYFE,,,unavailable
Lyra,,LYR,,,unavailable
Mars,,Mars,,,unavailable
MOAC,moac,MOAC,1093921,USD,available
Mogu,,MOGX,,,unavailable
r/CryptoCurrency Moons,,xMOON,,,unavailable
MORK,,MORK,,,unavailable
Mute,,MUTE,,,unavailable
MYCE,,YCE,,,unavailable
NAGA,naga,NGC,1066707,USD,available
Ndau,,NDAU,,,unavailable
NEXT,,NET,,,unavailable
Nilu,,NILU,,,unavailable
NOVA,,NOVA,,,unavailable
Novo,,NOVO,,,unavailable
NTON,,NTON,,,unavailable
OBIC,,OBIC,,,unavailable
Oddz,,ODDZ,,,unavailable
ODEM,odem,ODE,1093949,USD,available
Pika,,PIKACHU,,,unavailable
Punk,,PUNK,,,unavailable
PWAY,,PWAY,,,unavailable
QPay,,QPY,,,unavailable
Qube,,QUBE,,,unavailable
QUSD,,QUSD,,,unavailable
R34P,,R34P,,,unavailable
REDi,,REDI,,,unavailable
RUSH,,RUC,,,unavailable
sADA,,SADA,,,unavailable
sBNB,,SBNB,,,unavailable
sBTC,,SBTC,,,unavailable
SEER,,SEER,,,unavailable
sETH,,SETH,,,unavailable
Smol,,SMOL,,,unavailable
SURF Finance,,SURF,,,unavailable
Swop,,SWOP,,,unavailable
sXAG,,SXAG,,,unavailable
sXAU,,SXAU,,,unavailable
sXTZ,,SXTZ,,,unavailable
T.OS,,TOSC,,,unavailable
Taxi,,TAXI,,,unavailable
tBTC,,TBTC,,,unavailable
TEAL,,TEAT,,,unavailable
