country,name,full_name,symbol,tag,id,issuer,isin,asset_class,underlying
france,SG ZT WTI Fut 5X Lev Ind 31Dec99,SG ISSUER ZT  WTI Fut 5X Lev Ind 31Dec99,FR0013112786,sg-zt-wti-fut-5x-lev-ind-31dec99,1117374,,,,
france,SG ZT GOLD X10 LEV 31Dec99,SOCIETE GENERALE EFFEKTEN GMBH ZT  GOLD X10 LEV 31Dec99,FR0011815034,sg-zt-gold-x10-lev-31dec99,1117384,,,,
germany,BNP KOSPI 200 Index 31Dec99,BNP PARIBAS ARBITRAGE ISSUANCE BV ZT KOSPI 200 Index 31Dec99,DE571515,bnp-kospi-200-index-31dec99,1119021,,,,
germany,BNP ZT MSCI Daily TR Net EM Indones,BNP Paribas Arbitrage Issuance B.V. ZT MSCI Daily TR Net EM Indonesia Local 31Dec99,DEAA12MX,bnp-zt-msci-daily-tr-net-em-indones,1119030,,,,
germany,BNP ZT RBS AUD TR Index 31Dec99,BNP Paribas Arbitrage Issuance B.V. ZT RBS AUD Total Return Index 31Dec99,DE918740,bnp-zt-rbs-aud-tr-index-31dec99,1119031,,,,
germany,BNP DAXplus Maximum Sharpe Ger TR,BNP Paribas Arbitrage Issuance B.V. ZT DAXplus Maximum Sharpe Ratio Germany EUR Total Return Index 3,DEAA0KF0,bnp-daxplus-maximum-sharpe-ger-tr,1119019,,,,
germany,BNP Call MSCI Colombia 31Dec99,BNP Paribas Arbitrage Issuance B.V. Call MSCI Colombia 31Dec99,DEAA2RDF,bnp-call-msci-colombia-31dec99,1119016,,,,
germany,BNP ZT RBS CHF TR Index 31Dec99,BNP Paribas Arbitrage Issuance B.V. ZT RBS CHF Total Return Index 31Dec99,DE918741,bnp-zt-rbs-chf-tr-index-31dec99,1119032,,,,
germany,BNP Call MSCI New Zealand 31Dec99,BNP Paribas Arbitrage Issuance B.V. Call MSCI New Zealand 31Dec99,DEAA209B,bnp-call-msci-new-zealand-31dec99,1119017,,,,
germany,BNP ZT DAXplus Minimum Variance PR,BNP Paribas Arbitrage Issuance B.V. ZT DAXplus Minimum Variance US USD Price Return Index 31Dec99,DEAA0KF1,bnp-zt-daxplus-minimum-variance-pr,1119027,,,,
germany,BNP Paribas ZT MSCI Russia 31Dec99,BNP Paribas ZT MSCI Russia 31Dec99,DEBN2RUS,bnp-paribas-zt-msci-russia-31dec99,1119022,,,,
germany,BNP Call RBS Generic Drugs TR Index,BNP Paribas Arbitrage Issuance B.V. Call RBS Generic Drugs Total Return Index 31Dec99,DEABN9PP,bnp-call-rbs-generic-drugs-tr-index,1119018,,,,
germany,BNP ZT BNP Vietnam Price Return,BNP Paribas Arbitrage Issuance B.V. ZT BNP Paribas Arbitrage Issuance B.V. Vietnam Price Return Inde,DEAA0KE8,bnp-zt-bnp-vietnam-price-return,1119023,,,,
germany,BNP Call ZAR USD/ZAR,BNP Paribas Arbitrage Issuance B.V. Call USD ZAR US-Dollar S dafrikanischer Rand 31Dec99,DEAA0KSF,bnp-call-zar-usd-zar,1118980,,,,
germany,BNP ZT DAXGlobal Agribusiness Price,BNP Paribas Arbitrage Issuance B.V. ZT DAXGlobal Agribusiness EUR Price Index 31Dec99,DEAA0KGG,bnp-zt-daxglobal-agribusiness-price,1119025,,,,
germany,BNP ZT DAXGlobal Russia RUB PR,BNP Paribas Arbitrage Issuance B.V. ZT DAXGlobal Russia RUB Price Return Index 31Dec99,DEABN98G,bnp-zt-daxglobal-russia-rub-pr,1119026,,,,
germany,BNP ZT HANG SENG 31Dec99,BNP Paribas Arbitrage Issuance B.V. ZT HANG SENG 31Dec99,DE685964,bnp-zt-hang-seng-31dec99,1119029,,,,
germany,BNP DJ Stoxx 600 Cyclical Goods Ser,BNP Paribas Arbitrage Issuance B.V. ZT Dow Jones Stoxx 600 Cyclical Goods Services Price EUR 31Dec99,DE827430,bnp-dj-stoxx-600-cyclical-goods-ser,1119020,,,,
germany,Bayerische Gold 31Dec99,Bayerische Hypo-und Vereinsbank AG ZT Gold 31Dec99,DEHV2XAU,bayerische-gold-31dec99,1118019,,,,
germany,Bayerische DAX Index 31Dec99,Bayerische Hypo-und Vereinsbank AG ZT DAX Index 31Dec99,DEHY1Y7L,bayerische-dax-index-31dec99,1119006,,,,
germany,Vontobel Call 30.7 EUR Unilever,Vontobel Call 30.7 EUR Unilever N.V. 31Dec99,DEVZ716B,vontobel-call-30.7-eur-unilever,1118975,,,,
germany,CB Call 10.2429 ZAR USD/ZAR,COMMERZBANK AG Call 10.2429 ZAR USD/ZAR Spot Rate 31Dec99,DECE8NK7,cb-call-10.2429-zar-usd-zar,1118983,,,,
germany,CB Call 0.5758 AUD/USD 31Dec99,COMMERZBANK AG Call 0.5758 AUD/USD 31Dec99,DECE6M8S,cb-call-0.5758-aud-usd-31dec99,1118982,,,,
germany,BNP Put EUR/USD 31Dec99,BNP Put EUR/USD 31Dec99,DEAA0XYR,bnp-put-eur-usd-31dec99,1118981,,,,
germany,BNP Call Chile Inter 10 Index,BNP Paribas Arbitrage Issuance B.V. Call Chile Inter 10 Index 31Dec99,DEAA0C4K,bnp-call-chile-inter-10-index,1119014,,,,
germany,BNP ZT DAX 31Dec99,BNP Paribas Arbitrage Issuance B.V. ZT DAX Idx 31Dec99,DE768918,bnp-zt-dax-31dec99,1119024,,,,
germany,BNP Call CECE Composite Euro,BNP Paribas Arbitrage Issuance B.V. Call CECE Composite Euro 31Dec99,DEABN0EW,bnp-call-cece-composite-euro,1119013,,,,
germany,BNP ZT DAXplus MV Germany TR,BNP Paribas Arbitrage Issuance B.V. ZT DAXplus Minimum Variance Germany EUR Total Return Index 31Dec,DEAA0KFZ,bnp-zt-daxplus-mv-germany-tr,1119028,,,,
germany,BNP ZT RBS HUF TR Index 31Dec99,BNP Paribas Arbitrage Issuance B.V. ZT RBS HUF Total Return Index 31Dec99,DE918607,bnp-zt-rbs-huf-tr-index-31dec99,1119033,,,,
germany,BNP Call CASE 30 31Dec99,BNP Paribas Arbitrage Issuance B.V. Call CASE 30 31Dec99,DEABN1EJ,bnp-call-case-30-31dec99,1119012,,,,
germany,DE000DB3WT13,Deutsche Bank AG ZT WTI Light Sweet Crude Oil Future 30Dec99,DEDB3WT1,de000db3wt13,1161003,,,,
germany,DZ ZT Silber Endlos 31Dec99,DZ Bank Zentral-Genossenschaftsbank AG ZT Silber 31Dec99,DEDZ0B77,dz-zt-silber-endlos-31dec99,1118231,,,,
germany,DB Brent Crude Oil 31Dec99,Deutsche Bank AG ZT Brent Crude Oil 31Dec99,DEDB3CTQ,db-brent-crude-oil-31dec99,1118216,,,,
germany,DZ ZT Gold Endlos 31Dec99,DZ Bank Zentral-Genossenschaftsbank AG ZT Gold 31Dec99,DEDZ0B66,dz-zt-gold-endlos-31dec99,1118227,,,,
germany,DZ Call BrentOel Quanto Endlos,DZ BANK AG Call DZ BANK BestCommodity BrentOel Index 31Dec99,DEDZ2X4Q,dz-call-brentoel-quanto-endlos,1119239,,,,
germany,Dresdner Bank Composite Easter,Dresdner Bank ZT CECE USD - Composite Eastern European Price Index 31Dec99,DE635186,dresdner-bank-composite-easter,1119214,,,,
germany,Bayerische Silber 31Dec99,Bayerische Hypo-und Vereinsbank AG ZT Silber 31Dec99,DEHV2XAG,bayerische-silber-31dec99,1118196,,,,
germany,UBS Call DAX 31Dec99,UBS Deutschland AG Call DAX 31Dec99,DE550479,ubs-call-dax-31dec99,1119384,,,,
germany,CB ZT E.ON Long x3 31Dec99,Commerzbank AG ZT E.ON 31Dec99,DECZ24PM,cb-zt-e.on-long-x3-31dec99,1118704,,,,
germany,DZ ZT Kupfer LME Endlos 31Dec99,DZ Bank Zentral-Genossenschaftsbank AG ZT Kupfer LME 31Dec99,DEDZ0CDD,dz-zt-kupfer-lme-endlos-31dec99,1118229,,,,
germany,CB ZT Nokia Long x3 31Dec99,Commerzbank AG ZT Nokia 31Dec99,DECZ327H,cb-zt-nokia-long-x3-31dec99,1118728,,,,
germany,BNP ZT RBS TRY TR Index 31Dec99,BNP Paribas Arbitrage Issuance B.V. ZT RBS TRY Total Return Index 31Dec99,DE918722,bnp-zt-rbs-try-tr-index-31dec99,1119034,,,,
germany,BNP Call MSCI Chile Net TR USD,BNP Paribas Arbitrage Issuance B.V. Call MSCI Chile Net TR USD 31Dec99,DEAA2RDE,bnp-call-msci-chile-net-tr-usd,1119015,,,,
germany,BNP ZT RICI Energy ER 31Dec99,BNP Paribas Arbitrage Issuance B.V. ZT RICI Energy ER 31Dec99,DEAA0QL7,bnp-zt-rici-energy-er-31dec99,1119037,,,,
germany,BNP ZT RBS ZAR TR Index 31Dec99,BNP Paribas Arbitrage Issuance B.V. ZT RBS ZAR Total Return Index 31Dec99,DE918556,bnp-zt-rbs-zar-tr-index-31dec99,1119036,,,,
germany,BNP ZT RBS Vietnam II TR Index,BNP Paribas Arbitrage Issuance B.V. ZT RBS Vietnam II Total Return Index 31Dec99,DEAA01WG,bnp-zt-rbs-vietnam-ii-tr-index,1119035,,,,
germany,Bayerische DJ UBS Crude Oil 3M TR,Bayerische Hypo-und Vereinsbank AG ZT Dow Jones-UBS Crude Oil Subindex 3 Month Forward Total Return,DEHV5BKP,bayerische-dj-ubs-crude-oil-3m-tr,1119007,,,,
germany,BNP Call 2260.19 China Enterprises,BNP Paribas Arbitrage Issuance B.V. Call 2260.19 HKD Hang Seng China Enterprises 31Dec99,DE342602,bnp-call-2260.19-china-enterprises,1119008,,,,
germany,BNP Call 2457 EUR DAX 31Dec99,BNP Paribas Arbitrage Issuance B.V. Call 2457 EUR DAX 31Dec99,DE721792,bnp-call-2457-eur-dax-31dec99,1119009,,,,
germany,BNP Call 2730 EUR DAX 31Dec99,BNP Paribas Arbitrage Issuance B.V. Call 2730 EUR DAX 31Dec99,DE721791,bnp-call-2730-eur-dax-31dec99,1119010,,,,
germany,DZ ZT Kupfer LME 31Dec99,DZ Bank Zentral-Genossenschaftsbank AG ZT Kupfer LME 31Dec99,DEDZ0CEE,dz-zt-kupfer-lme-31dec99,1118228,,,,
germany,BNP Call 466.07 NYSE Arca Biotechno,BNP Paribas Arbitrage Issuance B.V. Call 466.07 USD NYSE Arca Biotechnology Index 31Dec99,DE167484,bnp-call-466.07-nyse-arca-biotechno,1119011,,,,
italy,Vontobel Call VT 7XL DJ 5.71,Vontobel Financial Products GmbH Call VT 7XL DJ 5.71 18Dec20,DEVN9C36,vontobel-call-vt-7xl-dj-5.71,1121072,,,,
italy,BNP Call Eurex DAX Future 15Dec21,BNP PARIBAS ISSUANCE Call Eurex DAX Index Future Continuation 1 15Dec21,NL266641,bnp-call-eurex-dax-future-15dec21,1120605,,,,
italy,Vontobel Put 7X Short Natural GasV4,Vontobel Financial Products GmbH Put 7X Short Index linked to Natural Gas (Henry Hub) Future V4 18De,DEVN9KLD,vontobel-put-7x-short-natural-gasv4,1121091,,,,
italy,Vontobel Call VT 7XL SP 500 18Dec20,Vontobel Call VT 7XL SP 500 18Dec20,DEVN9AA1,vontobel-call-vt-7xl-sp-500-18dec20,1121078,,,,
italy,Vontobel Call 3X Long UniCr 16Jun23,Vontobel Financial Products GmbH Call 3X Long Index linked to UniCredit SpA 16Jun23,DEVN9D04,vontobel-call-3x-long-unicr-16jun23,1121044,,,,
italy,Vontobel Put VT 7XS Wheat 18Dec20,Vontobel Put VT 7XS Wheat 18Dec20,DEVN9ACH,vontobel-put-vt-7xs-wheat-18dec20,1121118,,,,
italy,Vontobel Call VT 7XL XPD 18Dec20,Vontobel Call VT 7XL XPD 18Dec20,DEVN9AB3,vontobel-call-vt-7xl-xpd-18dec20,1121082,,,,
italy,BNP CALL FTSE MIB Future 19Mar21,BNP PARIBAS ISSUANCE CALL Milan Stock Exchange FTSE MIB Index Future 19Mar21,NL266387,bnp-call-ftse-mib-future-19mar21,1120619,,,,
italy,Bnp Iss - Isp 21Nv23,Bnp Iss - Isp 21Nv23,XS1859575604,bnp-iss-isp-21nv23,1159060,,,,
italy,Vontobel Call VT 7XL Nasdaq 100,Vontobel Call VT 7XL Nasdaq 100 18Dec20,DEVN9AA5,vontobel-call-vt-7xl-nasdaq-100,1121076,,,,
italy,Vontobel Call 7X Long Corn,Vontobel Financial Products GmbH Call 7X Long Index linked to Corn Future 18Dec20,DEVN9KLH,vontobel-call-7x-long-corn,1121049,,,,
italy,ALETTI 181007 STOXX Div 30 15Sep23,BANCA ALETTI & C ZT 1810.07 EUR EURO STOXX Select Dividend 30 INDEX 15Sep23,IT521251,aletti-181007-stoxx-div-30-15sep23,1120382,,,,
italy,Vontobel Put VT 7XS XAG 18Dec20,Vontobel Put VT 7XS XAG 18Dec20,DEVN9ABT,vontobel-put-vt-7xs-xag-18dec20,1121119,,,,
italy,Vontobel 4X Short on MIB,Vontobel Financial Products GmbH Fixed Lever 4X Short on MIB,DEVN9AAP,vontobel-4x-short-on-mib,1121013,,,,
italy,SG EURO STOXX 50 Short 5 GR 18Jun21,SG Issuer SA ZT EURO STOXX 50 Daily Short 5 USD GR Index 18Jun21,LU940070,sg-euro-stoxx-50-short-5-gr-18jun21,1121125,,,,
italy,Vontobel Call VT 7XL XAU 18Dec20,Vontobel Call VT 7XL XAU 18Dec20,DEVN9ABM,vontobel-call-vt-7xl-xau-18dec20,1121081,,,,
italy,Vontobel Put VT 5XS Coffee 2,Vontobel Put VT 5XS Coffee 2 18Dec20,DEVN9AB8,vontobel-put-vt-5xs-coffee-2,1121099,,,,
italy,Vontobel 5X Short on MIB,Vontobel Financial Products GmbH Fixed Lever 5X Short on MIB,DEVN9AAQ,vontobel-5x-short-on-mib,1121018,,,,
italy,Vontobel Put VT 7XS XAU 18Dec20,Vontobel Put VT 7XS XAU 18Dec20,DEVN9ABP,vontobel-put-vt-7xs-xau-18dec20,1121120,,,,
italy,BNP Zt 13074 Intesa SanPaolo 28Aug2,BNP PARIBAS ISSUANCE Zt 2.179 EUR Intesa SanPaolo SpA 28Aug20,NL303053,bnp-zt-13074-intesa-sanpaolo-28aug2,1120291,,,,
italy,Vontobel Put VT 3XS NOKIA 3 16Jun23,Vontobel Financial Products GmbH Put VT 3XS NOKIA 3 Index 16Jun23,DEVN9D0V,vontobel-put-vt-3xs-nokia-3-16jun23,1121097,,,,
italy,SG GOLD X7 LONG 18Jun21,SG ISSUER ZT GOLD X7 LONG 18Jun21,LU416992,sg-gold-x7-long-18jun21,1120997,,,,
italy,Vontobel 7X Long on Cocoa 9.09,Vontobel Financial Products GmbH 7X Long Fixed Lever on Cocoa 9.09,DEVN9BMB,vontobel-7x-long-on-cocoa-9.09,1121021,,,,
italy,BNP Put 29450 EUR FTSE MIB 18Dec20,BNP PARIBAS ISSUANCE Put 29450 EUR FTSE MIB Index 18Dec20,NL266723,bnp-put-29450-eur-ftse-mib-18dec20,1120466,,,,
italy,Vontobel Call VT 3XL TIT 16Jun23,Vontobel Financial Products GmbH Call VT 3XL TIT Index 16Jun23,DEVN9D00,vontobel-call-vt-3xl-tit-16jun23,1121058,,,,
italy,SG FTSE MIB TR 5x Daily RT 18Jun21,SG Issuer SA ZT FTSE MIB TR 5x Daily Leveraged RT Net-Of-Tax (Lux) Index 18Jun21,LU940045,sg-ftse-mib-tr-5x-daily-rt-18jun21,1120993,,,,
italy,SG GOLD X7 SHORT 18Jun21,SG ISSUER ZT GOLD X7 SHORT 18Jun21,LU417000,sg-gold-x7-short-18jun21,1120998,,,,
italy,Vontobel 7X Short linked to DAX,Vontobel 7X Short linked to DAX,DEVN9AAB,vontobel-7x-short-linked-to-dax,1120424,,,,
italy,Vontobel Put VT 5XS XAG 3 18Dec20,Vontobel Put VT 5XS XAG 3 18Dec20,DEVN9ABS,vontobel-put-vt-5xs-xag-3-18dec20,1121106,,,,
italy,Vontobel Call VT 7XL Corn 18Dec20,Vontobel Call VT 7XL Corn 18Dec20,DEVN9ACB,vontobel-call-vt-7xl-corn-18dec20,1121070,,,,
italy,Vontobel 7X Long linked to DAX,Vontobel 7X Long linked to DAX,DEVN9AAA,vontobel-7x-long-linked-to-dax,1120420,,,,
italy,Vontobel Put VT 7XS SP 500 18Dec20,Vontobel Put VT 7XS SP 500 18Dec20,DEVN9AA3,vontobel-put-vt-7xs-sp-500-18dec20,1121116,,,,
italy,SG 25.06.21 FTSE x5 Short,SG Issuer SA 25.06.21 FTSE x5 Short,LU940053,sg-25.06.21-ftse-x5-short,1120985,,,,
italy,Vontobel 7X Long on Coffee 10.74,Vontobel Financial Products GmbH 7X Long Fixed Lever on Coffee 10.74,DEVN9CG5,vontobel-7x-long-on-coffee-10.74,1121022,,,,
italy,BNP Put FTSE MIB Future 17Dec21,BNP PARIBAS ISSUANCE Put Milan Stock Exchange FTSE MIB Index Future 17Dec21,NL266640,bnp-put-ftse-mib-future-17dec21,1120616,,,,
italy,Vontobel Put VT 7XS Coffee 18Dec20,Vontobel Put VT 7XS Coffee 18Dec20,DEVN9AB9,vontobel-put-vt-7xs-coffee-18dec20,1121107,,,,
italy,Vontobel 5X Long Fixed Lever on MIB,Vontobel Financial Products GmbH 5X Long Fixed Lever on MIB,DEVN9AAL,vontobel-5x-long-fixed-lever-on-mib,1121014,,,,
italy,Uni Put Italia Leva 7 Short 16Oct20,UniCredit Bank AG Put Italia Leva 7 Short 16Oct20,DEHV40B6,uni-put-italia-leva-7-short-16oct20,1120943,,,,
italy,Uni Put Italia Leva 7 Short 15Oct21,UniCredit Bank AG Put Italia Leva 7 Short 15Oct21,DEHV42GD,uni-put-italia-leva-7-short-15oct21,1120942,,,,
italy,SG S&P 500 TR 01Apr21,SG ISSUER ZT S&P 500 TR 01Apr21,LU137671,sg-s-p-500-tr-01apr21,1121129,,,,
italy,SG SLVR X7 SHORT 18Jun21,SG ISSUER ZT SLVR X7 SHORT 18Jun21,LU417077,sg-slvr-x7-short-18jun21,1121006,,,,
italy,BNP Put Eurex DAX Future 15Dec21,BNP PARIBAS ISSUANCE Put Eurex DAX Index Future Continuation 1 15Dec21,NL266642,bnp-put-eurex-dax-future-15dec21,1120602,,,,
italy,Vontobel Put 3X Short Tesla 16Jun23,Vontobel Financial Products GmbH Put 3X Short Index linked to Tesla Motors Inc. 16Jun23,DEVN9D1B,vontobel-put-3x-short-tesla-16jun23,1121088,,,,
italy,Uni Call Italia X 7 Long 15Oct21,UniCredit Bank AG Call Italia X 7 Long Index 15Oct21,DEHV41JE,uni-call-italia-x-7-long-15oct21,1120930,,,,
italy,Bayerische Call ShortDAX x7 22Oct21,Bayerische Hypo-und Vereinsbank AG Call ShortDAX x7 (Total Return) (EUR) Index 22Oct21,DEHV42GC,bayerische-call-shortdax-x7-22oct21,1120400,,,,
