country,name,symbol,tag,id,issuer,isin,asset class
andorra,Mora Physical Gold Fund 1kg Fi,0P0000SSZ8,mora-physical-gold-fund-1kg-fi,1046270,Mora Gestió D’Actius,AD000A1JX363,equity
andorra,Mora Physical Gold Fund 100 Grams,0P0000ZE22,mora-physical-gold-fund-100-grams,1046269,Mora Gestió D’Actius,AD000A1KB6C6,equity
andorra,Olymp Fund Atlant,0P0000A0S1,olymp-fund-atlant,1046271,Meriden IFM,AD000A0JMQ05,equity
andorra,Mak Fund Russian Combined,0P0000A29Q,mak-fund-russian-combined,1046268,Meriden IFM,AD000A0ET2K7,equity
australia,Rest Super Core Strategy,0P0000NGOR,rest-super-core-strategy,1028721,Retail Employees Superannuation Pty Ltd,,equity
australia,Sunsuper Lifecycle Balanced Pool,0P000170EA,sunsuper-lifecycle-balanced-pool,1029135,Sunsuper Pty Ltd,,equity
australia,Vanguard International Shares Index Fund,0P00007962,vanguard-international-shares-inde,1027683,Vanguard Investments Australia Ltd,AU60VAN00030,equity
australia,Vicsuper Futuresaver Growth,LP65153854,vicsuper-futuresaver-growth,1029089,VicSuper Pty Ltd,,equity
australia,Amp Capital Enhanced Index International Share,LP65021265,amp-capital-enhanced-index-internat,1027647,AMP Group,AU60AMP02758,equity
australia,Magellan Global Fund,0P00009H7Y,magellan-global-fund,1028539,Magellan Asset Management Limited,AU60MGE00019,equity
australia,Mfs Fully Hedged Global Equity Trust,0P00007H8C,mfs-fully-hedged-global-equity-tru,1028250,MFS Investment Management,AU60ETL00410,equity
australia,Sunsuper Balanced,0P0000N9QK,sunsuper-balanced,1028709,Sunsuper Pty Ltd,,equity
australia,Cfs Fc W Psup-realindex W Aus Shr,LP65144597,cfs-fc-w-psup-realindex-rafi-w-aus,1028650,Commonwealth/Colonial Group,AU60FSF10030,equity
australia,Cfs Fc W Pen-realindex W Aus Shr,LP65144592,cfs-fc-w-pen-realindex-rafi-w-aus,1028651,Commonwealth/Colonial Group,AU60FSF09982,equity
australia,Realindex Wholesale Australian Shr,LP65144587,realindex-rafi-wholesale-australia,1045961,Commonwealth/Colonial Group,AU60FSF10154,equity
australia,Realindex Australian Share-class A,LP68022896,realindex-rafi-australian-share-cl,1028670,Commonwealth/Colonial Group,AU60FSF09768,equity
australia,Sunsuper Growth,0P0000N9QJ,sunsuper-growth,1028708,Sunsuper Pty Ltd,,equity
australia,Firstchoice Ws Inv - Firstchoice Ws Moderate,LP65001876,firstchoice-ws-inv-firstchoice-ws-m,1028054,Commonwealth/Colonial Group,AU60FSF05006,equity
australia,Cfs Fc W Psup-firstchoice W Moderate,LP65001446,cfs-fc-w-psup-firstchoice-w-moderat,1028099,Commonwealth/Colonial Group,AU60FSF06079,equity
australia,Cfs Fc Esup-firstchoice Moderate Select,LP68216397,cfs-fc-esup-firstchoice-moderate-se,1029032,Commonwealth/Colonial Group,,equity
australia,Cfs Fc W Pen-firstchoice W Moderate,LP65001615,cfs-fc-w-pen-firstchoice-w-moderate,1028146,Commonwealth/Colonial Group,AU60FSF05352,equity
australia,Fidelity Australian Equities Fund,0P00007H7B,fidelity-australian-equities-fund,1028247,FIL Australia,AU60FID00086,equity
australia,Pimco Global Bond Fund Wholesale Class,0P00007DT1,pimco-global-bond-fund-wholesale-cl,1027952,PIMCO Australia Pty Limited,AU60ETL00188,bond
australia,Vanguard Australian Property Securities Index Fund,0P000079J8,vanguard-australian-property-securi,1027722,Vanguard Investments Australia Ltd,AU60VAN00048,equity
australia,Aberdeen Std Australian Equities Fund,0P000078OV,aberdeen-australian-equities-fund,1027649,Aberdeen Standard Investments,AU60MGL01145,equity
australia,Vanguard Growth Index Fund,0P00007EH8,vanguard-growth-index-fund-au,1027992,Vanguard Investments Australia Ltd,AU60VAN01103,equity
australia,Cfs Fc W Pen-firstchoice W Fixed Int,LP65001611,cfs-fc-w-pen-firstchoice-w-fixed-in,1028095,Commonwealth/Colonial Group,AU60FSF05329,bond
australia,Cfs Fc W Psup-firstchoice W Fixed Int,LP65001442,cfs-fc-w-psup-firstchoice-w-fixed-i,1028051,Commonwealth/Colonial Group,AU60FSF06004,bond
australia,Cfs Fc Esup-firstchoice Fixed Intr Sel,LP68216400,cfs-fc-esup-firstchoice-fixed-intr,1029034,Commonwealth/Colonial Group,,bond
australia,Paradice Global Small Cap Fund,0P0000XYA7,paradice-global-small-mid-cap,1029008,Paradice Investment Management Pty Ltd,AU60ETL03653,equity
australia,Amp Capital Future Directions Balanced Fund,LP63512557,amp-capital-future-directions-balan,1027900,AMP Group,AU60AMP04473,equity
australia,Amp Capital Future Directions Balanced Fund - Class A,LP63512582,amp-capital-future-directions-balaa,1027953,AMP Group,AU60AMP05462,equity
australia,Vanguard International Shares Index Fund (hedged) - Aud Class,0P00007H18,vanguard-international-shares-index,1028243,Vanguard Investments Australia Ltd,AU60VAN01053,equity
australia,Vanguard Balanced Index Fund,0P00007EK0,vanguard-balanced-index-fund,1027996,Vanguard Investments Australia Ltd,AU60VAN01087,equity
australia,Sunsuper Lifecycle Retirement Pool,0P000170EB,sunsuper-lifecycle-retirement-pool,1029136,Sunsuper Pty Ltd,,equity
australia,Realindex Global Share-class A,LP68025651,realindex-rafi-global-share-class,1028669,Commonwealth/Colonial Group,AU60FSF09743,equity
australia,Cfs Fc W Pen-firstchoice W Aus Share,LP65001606,cfs-fc-w-pen-firstchoice-w-aus-shar,1045917,Commonwealth/Colonial Group,AU60FSF05295,equity
australia,Cfs Fc W Psup-cfs W Index Aus Bond,LP65001425,cfs-fc-w-psup-cfs-w-index-aus-bond,1028147,Commonwealth/Colonial Group,AU60FSF06186,bond
australia,Cfs Fc W Pen-cfs W Index Aus Bond,LP65001594,cfs-fc-w-pen-cfs-w-index-aus-bond,1028203,Commonwealth/Colonial Group,AU60FSF05451,bond
australia,Cfs Fc W Psup-firstchoice W Growth,LP65001444,cfs-fc-w-psup-firstchoice-w-growth,1028082,Commonwealth/Colonial Group,AU60FSF06053,equity
australia,Cfs Fc W Pen-firstchoice W Growth,LP65001613,cfs-fc-w-pen-firstchoice-w-growth,1028124,Commonwealth/Colonial Group,AU60FSF05337,equity
australia,Cfs Fc Esup-firstchoice Growth Select,0P0000YXMI,cfs-fc-esup-firstchoice-growth-sele,1029033,Commonwealth/Colonial Group,,equity
australia,Cfs Fc Esup-cfs Index Aus Share Sel,0P0000YXLY,cfs-fc-esup-cfs-index-aus-share-sel,1029026,Commonwealth/Colonial Group,,equity
australia,Antipodes Global Fund - Class P,0P000078K9,antipodes-global-fund-class-p,1027642,Antipodes Partners Limited,AU60IOF00455,equity
australia,Walter Scott Global Equity Fund,0P00007H7T,walter-scott-global-equity-fund,1028248,Macquarie Bank Group,AU60MAQ04109,equity
australia,Ipac Select Index Balanced,0P0000SJDY,ipac-select-index-balanced,1028919,AMP Group,AU60IPA01469,equity
australia,North Index Balanced,0P000078RG,north-index-balanced,1027651,AMP Group,AU60NMM01131,equity
australia,Dimensional Global Core Equity Trust,0P00007KAJ,dimensional-global-core-equity-trus,1028451,DFA Australia Limited,AU60DFA00042,equity
australia,Russell Global Opportunities Fund Class A,0P00007F86,russell-global-opportunities-fund-c,1028032,Russell Investment Management Limited,AU60RIM00322,equity
australia,Ellerston Australian Share Fund,0P0000JR34,ellerston-australian-share-fund,1028667,Ellerston Capital Limited,AU60ECL00051,equity
australia,Ioof Balanced Investor Trust,0P00012FH8,ioof-balanced-investor-trust,1029094,IOOF Group,AU60IOF02329,equity
australia,Cfs Fc W Pen-firstchoice W Conservative,LP65001609,cfs-fc-w-pen-firstchoice-w-conserva,1028172,Commonwealth/Colonial Group,AU60FSF05303,equity
australia,Pimco Diversified Fixed Interest Fund Wholesale Class,0P00007DVS,pimco-diversified-fixed-interest-f,1027955,PIMCO Australia Pty Limited,AU60ETL00162,bond
australia,Bentham Syndicated Loan Fund,0P00007G3N,bentham-wholesale-syndicated-loan-f,1028180,Challenger Ltd,AU60CSA00468,bond
australia,Bentham Professional Syndicated Loan Fund,0P00007I0K,bentham-professional-syndicated-loa,1028366,Challenger Ltd,AU60CSA00484,bond
australia,Mlc Masterkey Business Super - Mlc Mysuper Fund,LP68240542,mlc-masterkey-business-super-mlc-my,1029055,National/MLC Group,AU60MLC09253,equity
australia,Cfs Fc W Psup-firstchoice W M-index Cons,LP65001434,cfs-fc-w-psup-firstchoice-w-m-index,1028098,Commonwealth/Colonial Group,AU60FSF06137,equity
australia,Cfs Fc Esup-firstchoice M-idx Cnsrv Sel,0P0000YXMQ,cfs-fc-esup-firstchoice-m-idx-cnsrv,1029036,Commonwealth/Colonial Group,,equity
australia,Cfs Fc W Pen-firstchoice W M-index Cons,LP65001603,cfs-fc-w-pen-firstchoice-w-m-inde,1028145,Commonwealth/Colonial Group,AU60FSF05402,equity
australia,Cfs Fc W Pen-firstchoice W M-index Bal,LP65001602,cfs-fc-w-pen-firstchoice-w-m-index,1028204,Commonwealth/Colonial Group,AU60FSF05592,equity
australia,Cfs Fc W Inv-fc W Multi-index Balanced,LP65001863,cfs-fc-w-inv-fc-w-multi-index-balan,1028149,Commonwealth/Colonial Group,AU60FSF04769,equity
australia,Cfs Fc W Psup-firstchoice W M-index Bal,LP65001433,cfs-fc-w-psup-firstchoice-w-m-inde,1028148,Commonwealth/Colonial Group,AU60FSF06327,equity
australia,Cfs Firstchoice Multi-index Balanced Fund - Class A,LP68238898,cfs-firstchoice-multi-index-balance,1029092,Commonwealth/Colonial Group,AU60FSF14164,equity
australia,Cfs Fc Esup-firstchoice M-index Bal Sel,0P0000YXMR,cfs-fc-esup-firstchoice-m-index-bal,1029037,Commonwealth/Colonial Group,,equity
australia,Cfs Fc Esup-cfs Geared Share Sel,0P0000YXMA,cfs-fc-esup-cfs-geared-share-sel,1029030,Commonwealth/Colonial Group,,equity
australia,Vanguard High Growth Index Fund,0P00007EEH,vanguard-high-growth-index-fund,1027989,Vanguard Investments Australia Ltd,AU60VAN01111,equity
australia,Cfs Fc Esup-cfs Geared Share,LP65001683,cfs-fc-esup-cfs-geared-share,1028009,Commonwealth/Colonial Group,AU60FSF03977,equity
australia,Cfs Fc W Psup-cfs W Geared Share,LP65001417,cfs-fc-w-psup-cfs-w-geared-share,1028205,Commonwealth/Colonial Group,AU60FSF06475,equity
australia,Cfs Wholesale Geared Share,LP65001847,firstchoice-ws-inv-cfs-ws-geared-sh,1027712,Commonwealth/Colonial Group,AU60FSF00437,equity
australia,Cfs Fc Psup-cfs Geared Share,LP65001195,cfs-fc-psup-cfs-geared-share,1027847,Commonwealth/Colonial Group,AU60FSF03118,equity
australia,Cfs Fc W Pen-cfs W Geared Share,LP65001586,cfs-fc-w-pen-cfs-w-geared-share,1028078,Commonwealth/Colonial Group,AU60FSF05741,equity
australia,T. Rowe Price Global Equity Fund,0P00007K7V,t.-rowe-price-global-equity-fund,1028450,T. Rowe Price International Limited,AU60ETL00717,equity
australia,Ishares International Equity Index Fund,0P00007EJZ,blackrock-indexed-international-equ,1027995,BlackRock Investment Mgmt (AUS) Ltd,AU60BGL01064,equity
australia,Investors Mutual Ws Australian Share Fund,0P000078H9,investors-mutual-ws-australian-shar,1027636,Investors Mutual Limited,AU60IML00028,equity
australia,Dimensional Australian Core Equity Trust,0P00007IS7,dimensional-australian-core-equity,1028432,DFA Australia Limited,AU60DFA00034,equity
australia,Pimco Australian Bond Fund Wholesale Class,0P00007DYK,pimco-australian-bond-fund-wholesal,1027965,PIMCO Australia Pty Limited,AU60ETL00154,bond
australia,Bennelong Ex-20 Australian Equities Fund,0P0000MJ8D,bennelong-ex-20-australian-equities,1028695,Bennelong Funds Management Ltd,AU60BFL00043,equity
australia,Cfs Fc W Pen-magellan W Global,LP68093410,cfs-fc-w-pen-magellan-w-global,1028929,Commonwealth/Colonial Group,AU60FSF12101,equity
australia,Cfs Fc W Psup-magellan W Global,LP68093393,cfs-fc-w-psup-magellan-w-global,1028927,Commonwealth/Colonial Group,AU60FSF12242,equity
australia,Cfs Fc Esup-magellan Global Sel,0P0000YXM7,cfs-fc-esup-magellan-global-sel,1029029,Commonwealth/Colonial Group,,equity
australia,Cfs Fc Ws Inv-magellan W Global,LP68093406,cfs-fc-ws-inv-magellan-w-global,1028926,Commonwealth/Colonial Group,AU60FSF11988,equity
australia,Strategic Australian Equity Fund,0P0000I4V3,strategic-australian-equity-fund,1028604,IOOF Group,AU60DFA00083,equity
australia,Janus Henderson Australian Fixed Interest Fund - Institutional,0P0000MXI8,henderson-australian-fixed-interest,1028697,Janus Henderson Group PLC,AU60IOF01131,bond
australia,Commonwealth Life Corporate Super - Managed,LP68041753,commonwealth-life-corporate-super-m,1027876,Commonwealth/Colonial Group,AU60COM05024,equity
australia,Bentham Global Income Fund,0P00007DYX,bentham-wholesale-global-income-fun,1027966,Challenger Ltd,AU60CSA00385,other
australia,Bentham Professional Global Income Fund,0P00007FY5,bentham-professional-global-income,1028139,Challenger Ltd,AU60CSA00450,other
australia,Arrowstreet Global Equity Fund,0P00007WLT,arrowstreet-global-equity-fund,1028477,Macquarie Bank Group,AU60MAQ04646,equity
australia,Vanguard International Fixed Interest Index Fund (hedged),0P00007GF2,vanguard-international-fixed-intere,1028216,Vanguard Investments Australia Ltd,AU60VAN01038,bond
australia,Energy Super Mysuper,0P00013ED8,energy-super-mysuper,1029108,Electricity Supply Industry Super (Qld),,equity
australia,Vanguard High Yield Australian Shares Fund,0P00007F3Y,vanguard-high-yield-au-shares,1072969,Vanguard,AU60VAN00170,equity
australia,Australiansuper Balanced,0P0000O85R,australiansuper-balanced,1028805,AustralianSuper Pty Ltd,,equity
australia,Australiansuper Pension Balanced,0P0000Q7CB,australiansuper-pension-balanced,1028821,AustralianSuper Pty Ltd,,equity
australia,Russell Global Bond Fund Class B,0P0000TWFA,russell-global-bond-fund-class-b,1045963,Russell Investment Management Limited,AU60RIM00801,bond
australia,Russell Balanced Portfolio Super Suite,LP65153965,russell-balanced-portfolio-super-su,1028688,Russell Investment Management Limited,AU60TRM00071,equity
australia,Cfs Fc W Pen-firstchoice Ws Multi-index Diversified,LP65001620,cfs-fc-w-pen-firstchoice-ws-multi-i,1028094,Commonwealth/Colonial Group,AU60FSF05642,equity
australia,Cfs Fc W Psup-firstchoice Ws Multi-index Diversified,LP65001451,cfs-fc-w-psup-firstchoice-ws-multi,1028050,Commonwealth/Colonial Group,AU60FSF06376,equity
australia,Vanguard Conservative Index Fund,0P00007EMR,vanguard-conservative-index-fund,1028003,Vanguard Investments Australia Ltd,AU60VAN01095,equity
australia,Cfs Fc W Inv-fc W Multi-index Div,LP65001881,cfs-fc-w-inv-fc-w-multi-index-div,1028208,Commonwealth/Colonial Group,AU60FSF04728,equity
australia,Cfs Firstchoice Multi-index Diversified Fund - Class A,LP68248306,cfs-firstchoice-multi-index-diversi,1029080,Commonwealth/Colonial Group,AU60FSF14156,equity
australia,Magellan Infrastructure Fund,0P00009H7W,magellan-infrastructure-fund,1028538,Magellan Asset Management Limited,AU60MGE00027,equity
australia,Cfs Fc Esup-firstchoice M-index Div Sel,0P0000YXMS,cfs-fc-esup-firstchoice-m-index-div,1045913,Commonwealth/Colonial Group,,equity
australia,Energy Super Balanced,0P0000UZXD,energy-super-balanced,1028958,Electricity Supply Industry Super (Qld),,equity
australia,Amp Fs Super-amp Super Easy Balanced,LP68041565,amp-fs-super-amp-super-easy-balance,1028672,AMP Group,AU60AMP12500,equity
australia,Amp Fs Retirement-amp Super Easy Balanced,LP68050497,amp-fs-retirement-amp-super-easy-ba,1028741,AMP Group,AU60AMP13300,equity
austria,Gam Star Fund Plc - Gam Star Credit Opportunities (usd) Class C Usd Accumulation,0P0000VP9G,credit-opportunities-usd-class-c-us,1033779,GAM Fund Management Limited,IE00B51RDZ02,bond
austria,Raiffeisen-nachhaltigkeit-mix A,0P00000JZK,raiffeisen-nachhaltigkeit-mix-a,1031606,Raiffeisen Kapitalanlage GmbH,AT0000859517,equity
austria,Raiffeisen-nachhaltigkeit-mix T,0P00000JZI,raiffeisen-nachhaltigkeit-mix-t,1031607,Raiffeisen Kapitalanlage GmbH,AT0000805361,equity
austria,Raiffeisen-nachhaltigkeit-mix Vt,0P00000HS3,raiffeisen-nachhaltigkeit-mix-vt,1031608,Raiffeisen Kapitalanlage GmbH,AT0000785381,equity
austria,Raiffeisenfonds-sicherheit T,0P00000LF5,raiffeisenfonds-sicherheit-t,1027443,Raiffeisen Kapitalanlage GmbH,AT0000811641,equity
austria,Raiffeisenfonds-sicherheit A,0P00000LF3,raiffeisenfonds-sicherheit-a,1031616,Raiffeisen Kapitalanlage GmbH,AT0000811633,equity
austria,Raiffeisenfonds-sicherheit Vt,0P0000165L,raiffeisenfonds-sicherheit-vt,1031617,Raiffeisen Kapitalanlage GmbH,AT0000743562,equity
austria,Value Investment Fonds Klassik A,0P00001CE0,value-investment-fonds-klassik-a,1031657,Security Kapitalanlage AG,AT0000654652,equity
austria,Value Investment Fonds Klassik T,0P00001CDZ,value-investment-fonds-klassik-t,1031658,Security Kapitalanlage AG,AT0000990346,equity
austria,Raiffeisenfonds-ertrag T,0P00000LFU,raiffeisenfonds-ertrag-t,1027446,Raiffeisen Kapitalanlage GmbH,AT0000818927,equity
austria,Raiffeisenfonds-ertrag A,0P00000LFS,raiffeisenfonds-ertrag-a,1031614,Raiffeisen Kapitalanlage GmbH,AT0000818919,equity
austria,Raiffeisenfonds-ertrag Vt,0P0000165M,raiffeisenfonds-ertrag-vt,1031615,Raiffeisen Kapitalanlage GmbH,AT0000743588,equity
austria,Amundi Ethik Fonds T,0P00000TD7,pioneer-funds-austria-ethik-fonds-t,1027455,Pioneer Investments Austria GmbH,AT0000731575,equity
austria,Amundi Ethik Fonds Vi,0P000015IF,pioneer-funds-austria-ethik-fonds-v,1027474,Pioneer Investments Austria GmbH,AT0000646765,equity
austria,Amundi Ethik Fonds A,0P00000TDM,pioneer-funds-austria-ethik-fonds-a,1031589,Pioneer Investments Austria GmbH,AT0000857164,equity
austria,Raiffeisen 304-euro Corporates A,0P0000G7ER,raiffeisen-304-euro-corporates-a,1031598,Raiffeisen Kapitalanlage GmbH,AT0000711593,bond
austria,Raiffeisen 304-euro Corporates T,0P00008MN2,raiffeisen-304-euro-corporates-t,1027543,Raiffeisen Kapitalanlage GmbH,AT0000A02YY1,bond
austria,Raiffeisen 304-euro Corporate Vwg Vt,0P00008EYB,raiffeisen-304-euro-corporate-vwg-v,1031597,Raiffeisen Kapitalanlage GmbH,AT0000607270,bond
austria,Raiffeisen Euro Bonds R,0P00000HRS,raiffeisen-euro-bonds-r,1031602,Raiffeisen Kapitalanlage GmbH,AT0000785308,bond
austria,Raiffeisen-euro-rent I A,0P00018Q9S,raiffeisen-euro-rent-i-a,1027596,Raiffeisen Kapitalanlage GmbH,AT0000A13MQ9,bond
austria,Raiffeisen-euro-rent (i) Vt,0P0000N3C6,raiffeisen-euro-rent-i-vt,1031603,Raiffeisen Kapitalanlage GmbH,AT0000A0EYE4,bond
austria,Raiffeisen-euro-rent (r) A,0P00000JZ6,raiffeisen-euro-rent-r-a,1031604,Raiffeisen Kapitalanlage GmbH,AT0000996681,bond
austria,Raiffeisen-euro-rent (r) T,0P00000JZ8,raiffeisen-euro-rent-r-t,1031605,Raiffeisen Kapitalanlage GmbH,AT0000805445,bond
austria,Raiffeisen-europa-highyield (i) T,0P00012BU3,raiffeisen-europa-highyield-i-t,1027590,Raiffeisen Kapitalanlage GmbH,AT0000A13MR7,bond
austria,Kepler Europa Rentenfonds (a),0P000010JH,kepler-europa-rentenfonds-a,1031548,KEPLER-FONDS KAG,AT0000799846,bond
austria,Kepler Europa Rentenfonds (t),0P000010JI,kepler-europa-rentenfonds-t,1031549,KEPLER-FONDS KAG,AT0000722673,bond
austria,Portfolio Management Solide (t),0P000017JK,portfolio-management-solide-t,1031596,KEPLER-FONDS KAG,AT0000707575,equity
austria,Portfolio Management Solide (a),0P000017JJ,portfolio-management-solide-a,1031595,KEPLER-FONDS KAG,AT0000707567,equity
austria,Raiffeisen-eurasien-aktien (i) Vt,0P0000N3C8,raiffeisen-eurasien-aktien-i-vt,1031601,Raiffeisen Kapitalanlage GmbH,AT0000A0EYC8,equity
austria,Kepler Vorsorge Mixfonds (t),0P000010JV,kepler-vorsorge-mixfonds-t,1031574,KEPLER-FONDS KAG,AT0000722640,equity
austria,Kepler Vorsorge Mixfonds (a),0P000010JU,kepler-vorsorge-mixfonds-a,1031573,KEPLER-FONDS KAG,AT0000969787,equity
austria,Uniqa Eastern European Debt Fund A,LP60067905,uniqa-eastern-european-debt-fund-a,1011281,Raiffeisen Kapitalanlage GmbH,AT0000859590,bond
austria,Uniqa Eastern European Debt Fund Vta,0P00008EU4,uniqa-eastern-european-debt-fund-vt,1031653,Raiffeisen Kapitalanlage GmbH,AT0000620570,bond
austria,Raiffeisen 902-treasury Zero Ii A,0P0000G8AI,raiffeisen-902-treasury-zero-ii-a,1031599,Raiffeisen Kapitalanlage GmbH,AT0000A06QD2,bond
austria,Raiffeisen 902-treasury Zero Ii Vt,0P0000G8AJ,raiffeisen-902-treasury-zero-ii-vt,1031600,Raiffeisen Kapitalanlage GmbH,AT0000A06QF7,bond
austria,Raiffeisen 902-treasury Zero Ii T,0P0000G7EP,raiffeisen-902-treasury-zero-ii-t,1027550,Raiffeisen Kapitalanlage GmbH,AT0000A06QE0,bond
austria,Erste Bond Emerging Markets Corporate Eur R01 T,0P00009DS9,erste-bond-emerging-markets-corport,1031510,ERSTE-SPARINVEST Kapitalanlagegesellschaft m.b.H.,AT0000A05HR3,bond
austria,Erste Bond Emerging Markets Corporate Eur R01 A,0P00009DS3,erste-bond-emerging-markets-corpora,1031509,ERSTE-SPARINVEST Kapitalanlagegesellschaft m.b.H.,AT0000A05HQ5,bond
austria,Espa Reserve Euro Plus T,0P00000OHH,espa-reserve-euro-plus-t,1031519,ERSTE-SPARINVEST Kapitalanlagegesellschaft m.b.H.,AT0000812979,bond
austria,Espa Reserve Euro Plus A,0P00000OGH,espa-reserve-euro-plus-a,1031518,ERSTE-SPARINVEST Kapitalanlagegesellschaft m.b.H.,AT0000858105,bond
austria,3 Banken Unternehmensanleihen-fonds T,0P0000I6DP,3-banken-unternehmensanleihen-fonds,1031466,3 Banken-Generali Investment GmbH,AT0000A0A044,bond
austria,3 Banken Unternehmensanleihen-fonds A,0P0000IECF,3-banken-unternehmensanleihen-fonda,1031465,3 Banken-Generali Investment GmbH,AT0000A0A036,bond
austria,Uniqa European High Grade Bond A,0P00008EMH,uniqa-european-high-grade-bond-a,1027534,Raiffeisen Kapitalanlage GmbH,AT0000674809,bond
austria,Apollo Styrian Global Equity A2 A,0P0000NN1P,apollo-styrian-global-equity-a2-a,1027561,Security Kapitalanlage AG,AT0000A0H312,equity
austria,Uniqa Diversified Bond Fund (a),0P00008F8S,uniqa-dollar-bond-a,1027535,KEPLER-FONDS KAG,AT0000A00L57,bond
austria,Amundi Komfort Invest Traditionell A,0P000015MT,pioneer-funds-austria-komfort-invea,1027476,Pioneer Investments Austria GmbH,AT0000822382,equity
austria,Amundi Komfort Invest Traditionell T,0P000015MR,pioneer-funds-austria-komfort-invet,1027475,Pioneer Investments Austria GmbH,AT0000801071,equity
austria,Amundi Komfort Invest Traditionell Vi,0P00001DKS,pioneer-funds-austria-komfort-inves,1027530,Pioneer Investments Austria GmbH,AT0000618020,equity
austria,Dachfonds Südtirol (r) Vt,0P0000SM9W,dachfonds-sudtirol-r-vt,1031502,Raiffeisen Kapitalanlage GmbH,AT0000A0KR10,equity
austria,Dachfonds Südtirol (i) T,0P00008ER0,dachfonds-sudtirol-i-t,1031501,Raiffeisen Kapitalanlage GmbH,AT0000707096,equity
austria,Raiffeisenfonds-wachstum T,0P00000LEZ,raiffeisenfonds-wachstum-t,1027442,Raiffeisen Kapitalanlage GmbH,AT0000811617,equity
austria,Raiffeisenfonds-wachstum A,0P00000LEX,raiffeisenfonds-wachstum-a,1031618,Raiffeisen Kapitalanlage GmbH,AT0000811609,equity
austria,Raiffeisenfonds-wachstum Vt,0P0000165K,raiffeisenfonds-wachstum-vt,1031619,Raiffeisen Kapitalanlage GmbH,AT0000743570,equity
austria,Apollo Euro Corporate Bond Fund T,0P00000V4X,apollo-euro-corporate-bond-fund-t,1031479,Security Kapitalanlage AG,AT0000746938,bond
austria,Apollo Euro Corporate Bond Fund A,0P00000V4W,apollo-euro-corporate-bond-fund-a,1031478,Security Kapitalanlage AG,AT0000819487,bond
austria,Kepler Mix Solide (a),0P000010JS,kepler-mix-solide-a,1031563,KEPLER-FONDS KAG,AT0000825468,equity
austria,Kepler Mix Solide (t),0P000010JT,kepler-mix-solide-t,1031564,KEPLER-FONDS KAG,AT0000722582,equity
austria,Iqam Sri Spartrust M (aa),0P0000XO0R,spangler-iqam-spartrust-m-i-a,1031644,Spängler IQAM Invest GmbH,AT0000A0XJH8,bond
austria,Iqam Sri Spartrust M (rt),0P00000CAR,spangler-iqam-spartrust-m-r-t,1031647,Spängler IQAM Invest GmbH,AT0000817960,bond
austria,Iqam Sri Spartrust M (ra),0P00000CAT,spangler-iqam-spartrust-m-r-a,1031646,Spängler IQAM Invest GmbH,AT0000857743,bond
austria,Iqam Sri Spartrust M (at),0P0000SK3V,spangler-iqam-spartrust-m-i-t,1031645,Spängler IQAM Invest GmbH,AT0000A0NVC5,bond
austria,Schoellerbank Global Pension Fonds T,0P00000VSM,schoellerbank-global-pension-fondst,1031625,Schoellerbank Invest AG,AT0000820550,equity
austria,Schoellerbank Global Pension Fonds A,0P00000VSL,schoellerbank-global-pension-fondsa,1031624,Schoellerbank Invest AG,AT0000814991,equity
austria,Erste Responsible Reserve A,0P00007VRO,erste-responsible-reserve-a,1031513,ERSTE-SPARINVEST Kapitalanlagegesellschaft m.b.H.,AT0000A03951,bond
austria,Erste Responsible Reserve T,0P00007VSB,erste-responsible-reserve-t,1031514,ERSTE-SPARINVEST Kapitalanlagegesellschaft m.b.H.,AT0000A03969,bond
austria,Erste Responsible Reservevt,0P0000XQ27,erste-responsible-reservevt,1031515,ERSTE-SPARINVEST Kapitalanlagegesellschaft m.b.H.,AT0000A0WLX3,bond
austria,Apollo 2 Global Bond A2 A,0P0000RX36,apollo-2-global-bond-a2-a,1031474,Security Kapitalanlage AG,AT0000A0LGZ1,bond
austria,Apollo 2 Global Bond T,0P00000V4Z,apollo-2-global-bond-t,1031475,Security Kapitalanlage AG,AT0000746912,bond
austria,Apollo 2 Global Bond A,0P00000V4Y,apollo-2-global-bond-a,1031473,Security Kapitalanlage AG,AT0000856711,bond
austria,Schoellerbank Premium Global Portfolio T,0P0000WGCY,schoellerbank-premium-global-portft,1031626,Schoellerbank Invest AG,AT0000A0VL88,equity
austria,Schoellerbank Premium Global Portfolio A,0P0000YT6U,schoellerbank-premium-global-portfo,1031627,Schoellerbank Invest AG,AT0000A0ZPD9,equity
austria,Kepler Risk Select Aktienfonds (a),0P0000SOZY,kepler-risk-select-aktienfonds-a,1031567,KEPLER-FONDS KAG,AT0000A0NUV7,equity
austria,Kepler Risk Select Aktienfonds (t),0P0000SOZX,kepler-risk-select-aktienfonds-t,1031568,KEPLER-FONDS KAG,AT0000A0NUW5,equity
austria,Amundi Select Europe Stock A,0P000015OX,pioneer-funds-austria-select-europe,1031594,Pioneer Investments Austria GmbH,AT0000856042,equity
austria,Amundi Select Europe Stock Va,0P000015OW,pioneer-funds-austria-select-eurova,1031592,Pioneer Investments Austria GmbH,AT0000675178,equity
austria,Amundi Select Europe Stock T,0P0000105C,pioneer-funds-austria-select-europt,1031593,Pioneer Investments Austria GmbH,AT0000822762,equity
austria,Amundi Select Europe Stock Vi,0P00001DKY,pioneer-funds-austria-select-eurovi,1031591,Pioneer Investments Austria GmbH,AT0000619374,equity
