name,full_name,tag,id,base,base_name,second,second_name
NZD/CNY,NZD/CNY - New Zealand Dollar Chinese Yuan,nzd-cny,1981,NZD,New Zealand Dollar,CNY,Chinese Yuan
CNY/BBD,CNY/BBD - Chinese Yuan Barbadian Dollar,cny-bbd,9491,CNY,Chinese Yuan,BBD,Barbadian Dollar
CNY/JMD,CNY/JMD - Chinese Yuan Jamaican Dollar,cny-jmd,9508,CNY,Chinese Yuan,JMD,Jamaican Dollar
CNY/XCD,CNY/XCD - Chinese Yuan East Caribbean Dollar,cny-xcd,9539,CNY,Chinese Yuan,XCD,East Caribbean Dollar
HKD/JPY,HKD/JPY - Hong Kong Dollar Japanese Yen,hkd-jpy,142,HKD,Hong Kong Dollar,JPY,Japanese Yen
JPY/HKD,JPY/HKD - Japanese Yen Hong Kong Dollar,jpy-hkd,1897,JPY,Japanese Yen,HKD,Hong Kong Dollar
HKD/IDR,HKD/IDR - Hong Kong Dollar Indonesian Rupiah,hkd-idr,1821,HKD,Hong Kong Dollar,IDR,Indonesian Rupiah
HKD/INR,HKD/INR - Hong Kong Dollar Indian Rupee,hkd-inr,1822,HKD,Hong Kong Dollar,INR,Indian Rupee
INR/HKD,INR/HKD - Indian Rupee Hong Kong Dollar,inr-hkd,9734,INR,Indian Rupee,HKD,Hong Kong Dollar
HKD/KRW,HKD/KRW - Hong Kong Dollar Korean Won,hkd-krw,1823,HKD,Hong Kong Dollar,KRW,Korean Won
KRW/HKD,KRW/HKD - Korean Won Hong Kong Dollar,krw-hkd,1918,KRW,Korean Won,HKD,Hong Kong Dollar
HKD/MYR,HKD/MYR - Hong Kong Dollar Malaysian Ringgit,hkd-myr,1825,HKD,Hong Kong Dollar,MYR,Malaysian Ringgit
MYR/HKD,MYR/HKD - Malaysian Ringgit Hong Kong Dollar,myr-hkd,1959,MYR,Malaysian Ringgit,HKD,Hong Kong Dollar
HKD/PKR,HKD/PKR - Hong Kong Dollar Pakistani Rupee,hkd-pkr,1827,HKD,Hong Kong Dollar,PKR,Pakistani Rupee
HKD/THB,HKD/THB - Hong Kong Dollar Thai Baht,hkd-thb,1830,HKD,Hong Kong Dollar,THB,Thai Baht
THB/HKD,THB/HKD - Thai Baht Hong Kong Dollar,thb-hkd,10218,THB,Thai Baht,HKD,Hong Kong Dollar
HKD/TWD,HKD/TWD - Hong Kong Dollar Taiwan Dollar,hkd-twd,1831,HKD,Hong Kong Dollar,TWD,Taiwan Dollar
TWD/HKD,TWD/HKD - Taiwan Dollar Hong Kong Dollar,twd-hkd,10310,TWD,Taiwan Dollar,HKD,Hong Kong Dollar
HKD/LKR,HKD/LKR - Hong Kong Dollar Sri Lankan Rupee,hkd-lkr,9633,HKD,Hong Kong Dollar,LKR,Sri Lankan Rupee
HKD/NPR,HKD/NPR - Hong Kong Dollar Nepalese Rupee,hkd-npr,9639,HKD,Hong Kong Dollar,NPR,Nepalese Rupee
HKD/PHP,HKD/PHP - Hong Kong Dollar Philippine Peso,hkd-php,9643,HKD,Hong Kong Dollar,PHP,Philippine Peso
PHP/HKD,PHP/HKD - Philippine Peso Hong Kong Dollar,php-hkd,9928,PHP,Philippine Peso,HKD,Hong Kong Dollar
HKD/SGD,HKD/SGD - Hong Kong Dollar Singapore Dollar,hkd-sgd,9649,HKD,Hong Kong Dollar,SGD,Singapore Dollar
SGD/HKD,SGD/HKD - Singapore Dollar Hong Kong Dollar,sgd-hkd,131,SGD,Singapore Dollar,HKD,Hong Kong Dollar
HKD/DKK,HKD/DKK - Hong Kong Dollar Danish Krone,hkd-dkk,1818,HKD,Hong Kong Dollar,DKK,Danish Krone
DKK/HKD,DKK/HKD - Danish Krone Hong Kong Dollar,dkk-hkd,1588,DKK,Danish Krone,HKD,Hong Kong Dollar
HKD/PLN,HKD/PLN - Hong Kong Dollar Polish Zloty,hkd-pln,1828,HKD,Hong Kong Dollar,PLN,Polish Zloty
PLN/HKD,PLN/HKD - Polish Zloty Hong Kong Dollar,pln-hkd,9985,PLN,Polish Zloty,HKD,Hong Kong Dollar
HKD/CHF,HKD/CHF - Hong Kong Dollar Swiss Franc,hkd-chf,9619,HKD,Hong Kong Dollar,CHF,Swiss Franc
CHF/HKD,CHF/HKD - Swiss Franc Hong Kong Dollar,chf-hkd,108,CHF,Swiss Franc,HKD,Hong Kong Dollar
HKD/CZK,HKD/CZK - Hong Kong Dollar Czech Koruna,hkd-czk,9621,HKD,Hong Kong Dollar,CZK,Czech Koruna
HKD/EUR,HKD/EUR - Hong Kong Dollar Euro,hkd-eur,9624,HKD,Hong Kong Dollar,EUR,Euro
EUR/HKD,EUR/HKD - Euro Hong Kong Dollar,eur-hkd,148,EUR,Euro,HKD,Hong Kong Dollar
HKD/GBP,HKD/GBP - Hong Kong Dollar British Pound,hkd-gbp,9625,HKD,Hong Kong Dollar,GBP,British Pound
GBP/HKD,GBP/HKD - British Pound Hong Kong Dollar,gbp-hkd,132,GBP,British Pound,HKD,Hong Kong Dollar
HKD/HUF,HKD/HUF - Hong Kong Dollar Hungarian Forint,hkd-huf,9626,HKD,Hong Kong Dollar,HUF,Hungarian Forint
HKD/ISK,HKD/ISK - Hong Kong Dollar Icelandic Kr,hkd-isk,9628,HKD,Hong Kong Dollar,ISK,Icelandic Kr
HKD/NOK,HKD/NOK - Hong Kong Dollar Norwegian Krone,hkd-nok,9638,HKD,Hong Kong Dollar,NOK,Norwegian Krone
NOK/HKD,NOK/HKD - Norwegian Krone Hong Kong Dollar,nok-hkd,9866,NOK,Norwegian Krone,HKD,Hong Kong Dollar
HKD/RON,HKD/RON - Hong Kong Dollar Romanian Leu,hkd-ron,9645,HKD,Hong Kong Dollar,RON,Romanian Leu
HKD/RUB,HKD/RUB - Hong Kong Dollar Russian Ruble,hkd-rub,9646,HKD,Hong Kong Dollar,RUB,Russian Ruble
RUB/HKD,RUB/HKD - Russian Ruble Hong Kong Dollar,rub-hkd,10034,RUB,Russian Ruble,HKD,Hong Kong Dollar
HKD/SEK,HKD/SEK - Hong Kong Dollar Swedish Krona,hkd-sek,9648,HKD,Hong Kong Dollar,SEK,Swedish Krona
SEK/HKD,SEK/HKD - Swedish Krona Hong Kong Dollar,sek-hkd,10138,SEK,Swedish Krona,HKD,Hong Kong Dollar
HKD/TRY,HKD/TRY - Hong Kong Dollar Turkish Lira,hkd-try,9650,HKD,Hong Kong Dollar,TRY,Turkish Lira
TRY/HKD,TRY/HKD - Turkish Lira Hong Kong Dollar,try-hkd,10256,TRY,Turkish Lira,HKD,Hong Kong Dollar
HKD/ZAR,HKD/ZAR - Hong Kong Dollar South African Rand,hkd-zar,1833,HKD,Hong Kong Dollar,ZAR,South African Rand
ZAR/HKD,ZAR/HKD - South African Rand Hong Kong Dollar,zar-hkd,2240,ZAR,South African Rand,HKD,Hong Kong Dollar
HKD/EGP,HKD/EGP - Hong Kong Dollar Egyptian Pound,hkd-egp,9623,HKD,Hong Kong Dollar,EGP,Egyptian Pound
HKD/KES,HKD/KES - Hong Kong Dollar Kenyan Shilling,hkd-kes,9631,HKD,Hong Kong Dollar,KES,Kenyan Shilling
HKD/MAD,HKD/MAD - Hong Kong Dollar Moroccan Dirham,hkd-mad,9636,HKD,Hong Kong Dollar,MAD,Moroccan Dirham
HKD/NAD,HKD/NAD - Hong Kong Dollar Namibian Dollar,hkd-nad,9637,HKD,Hong Kong Dollar,NAD,Namibian Dollar
HKD/XAF,HKD/XAF - Hong Kong Dollar Central African Franc,hkd-xaf,9653,HKD,Hong Kong Dollar,XAF,Central African Franc
HKD/XOF,HKD/XOF - Hong Kong Dollar West African CFA franc,hkd-xof,9655,HKD,Hong Kong Dollar,XOF,West African CFA franc
HKD/AED,HKD/AED - Hong Kong Dollar UAE Dirham,hkd-aed,9613,HKD,Hong Kong Dollar,AED,UAE Dirham
AED/HKD,AED/HKD - UAE Dirham Hong Kong Dollar,aed-hkd,9286,AED,UAE Dirham,HKD,Hong Kong Dollar
HKD/BHD,HKD/BHD - Hong Kong Dollar Baharain Dinar,hkd-bhd,9616,HKD,Hong Kong Dollar,BHD,Baharain Dinar
HKD/ILS,HKD/ILS - Hong Kong Dollar Israeli Shekel,hkd-ils,9627,HKD,Hong Kong Dollar,ILS,Israeli Shekel
ILS/HKD,ILS/HKD - Israeli Shekel Hong Kong Dollar,ils-hkd,9691,ILS,Israeli Shekel,HKD,Hong Kong Dollar
HKD/JOD,HKD/JOD - Hong Kong Dollar Jordan Dinar,hkd-jod,9630,HKD,Hong Kong Dollar,JOD,Jordan Dinar
HKD/LBP,HKD/LBP - Hong Kong Dollar Lebanese Pound,hkd-lbp,9632,HKD,Hong Kong Dollar,LBP,Lebanese Pound
HKD/OMR,HKD/OMR - Hong Kong Dollar Omani Rial,hkd-omr,9641,HKD,Hong Kong Dollar,OMR,Omani Rial
HKD/QAR,HKD/QAR - Hong Kong Dollar Qatari Riyal,hkd-qar,9644,HKD,Hong Kong Dollar,QAR,Qatari Riyal
HKD/SAR,HKD/SAR - Hong Kong Dollar Saudi Riyal,hkd-sar,9647,HKD,Hong Kong Dollar,SAR,Saudi Riyal
SAR/HKD,SAR/HKD - Saudi Riyal Hong Kong Dollar,sar-hkd,10085,SAR,Saudi Riyal,HKD,Hong Kong Dollar
HKD/AUD,HKD/AUD - Hong Kong Dollar Australian Dollar,hkd-aud,9614,HKD,Hong Kong Dollar,AUD,Australian Dollar
AUD/HKD,AUD/HKD - Australian Dollar Hong Kong Dollar,aud-hkd,146,AUD,Australian Dollar,HKD,Hong Kong Dollar
HKD/NZD,HKD/NZD - Hong Kong Dollar New Zealand Dollar,hkd-nzd,9640,HKD,Hong Kong Dollar,NZD,New Zealand Dollar
NZD/HKD,NZD/HKD - New Zealand Dollar Hong Kong Dollar,nzd-hkd,150,NZD,New Zealand Dollar,HKD,Hong Kong Dollar
HKD/BBD,HKD/BBD - Hong Kong Dollar Barbadian Dollar,hkd-bbd,9615,HKD,Hong Kong Dollar,BBD,Barbadian Dollar
HKD/JMD,HKD/JMD - Hong Kong Dollar Jamaican Dollar,hkd-jmd,9629,HKD,Hong Kong Dollar,JMD,Jamaican Dollar
HKD/XCD,HKD/XCD - Hong Kong Dollar East Caribbean Dollar,hkd-xcd,9654,HKD,Hong Kong Dollar,XCD,East Caribbean Dollar
INR/JPY,INR/JPY - Indian Rupee Japanese Yen,inr-jpy,1869,INR,Indian Rupee,JPY,Japanese Yen
JPY/INR,JPY/INR - Japanese Yen Indian Rupee,jpy-inr,1900,JPY,Japanese Yen,INR,Indian Rupee
INR/KRW,INR/KRW - Indian Rupee Korean Won,inr-krw,1870,INR,Indian Rupee,KRW,Korean Won
KRW/INR,KRW/INR - Korean Won Indian Rupee,krw-inr,1920,KRW,Korean Won,INR,Indian Rupee
INR/PKR,INR/PKR - Indian Rupee Pakistani Rupee,inr-pkr,1873,INR,Indian Rupee,PKR,Pakistani Rupee
PKR/INR,PKR/INR - Pakistani Rupee Indian Rupee,pkr-inr,9956,PKR,Pakistani Rupee,INR,Indian Rupee
INR/THB,INR/THB - Indian Rupee Thai Baht,inr-thb,1874,INR,Indian Rupee,THB,Thai Baht
THB/INR,THB/INR - Thai Baht Indian Rupee,thb-inr,2054,THB,Thai Baht,INR,Indian Rupee
INR/TWD,INR/TWD - Indian Rupee Taiwan Dollar,inr-twd,1875,INR,Indian Rupee,TWD,Taiwan Dollar
TWD/INR,TWD/INR - Taiwan Dollar Indian Rupee,twd-inr,2074,TWD,Taiwan Dollar,INR,Indian Rupee
INR/IDR,INR/IDR - Indian Rupee Indonesian Rupiah,inr-idr,9736,INR,Indian Rupee,IDR,Indonesian Rupiah
IDR/INR,IDR/INR - Indonesian Rupiah Indian Rupee,idr-inr,1847,IDR,Indonesian Rupiah,INR,Indian Rupee
INR/PHP,INR/PHP - Indian Rupee Philippine Peso,inr-php,9737,INR,Indian Rupee,PHP,Philippine Peso
PHP/INR,PHP/INR - Philippine Peso Indian Rupee,php-inr,9931,PHP,Philippine Peso,INR,Indian Rupee
INR/LKR,INR/LKR - Indian Rupee Sri Lankan Rupee,inr-lkr,9742,INR,Indian Rupee,LKR,Sri Lankan Rupee
INR/MYR,INR/MYR - Indian Rupee Malaysian Ringgit,inr-myr,9745,INR,Indian Rupee,MYR,Malaysian Ringgit
MYR/INR,MYR/INR - Malaysian Ringgit Indian Rupee,myr-inr,1961,MYR,Malaysian Ringgit,INR,Indian Rupee
INR/NPR,INR/NPR - Indian Rupee Nepalese Rupee,inr-npr,9748,INR,Indian Rupee,NPR,Nepalese Rupee
SGD/INR,SGD/INR - Singapore Dollar Indian Rupee,sgd-inr,2035,SGD,Singapore Dollar,INR,Indian Rupee
INR/CZK,INR/CZK - Indian Rupee Czech Koruna,inr-czk,9730,INR,Indian Rupee,CZK,Czech Koruna
INR/DKK,INR/DKK - Indian Rupee Danish Krone,inr-dkk,9731,INR,Indian Rupee,DKK,Danish Krone
DKK/INR,DKK/INR - Danish Krone Indian Rupee,dkk-inr,1589,DKK,Danish Krone,INR,Indian Rupee
INR/HUF,INR/HUF - Indian Rupee Hungarian Forint,inr-huf,9735,INR,Indian Rupee,HUF,Hungarian Forint
HUF/INR,HUF/INR - Hungarian Forint Indian Rupee,huf-inr,9658,HUF,Hungarian Forint,INR,Indian Rupee
INR/ISK,INR/ISK - Indian Rupee Icelandic Kr,inr-isk,9738,INR,Indian Rupee,ISK,Icelandic Kr
ISK/INR,ISK/INR - Icelandic Kr Indian Rupee,isk-inr,9759,ISK,Icelandic Kr,INR,Indian Rupee
INR/NOK,INR/NOK - Indian Rupee Norwegian Krone,inr-nok,9747,INR,Indian Rupee,NOK,Norwegian Krone
NOK/INR,NOK/INR - Norwegian Krone Indian Rupee,nok-inr,1976,NOK,Norwegian Krone,INR,Indian Rupee
INR/RUB,INR/RUB - Indian Rupee Russian Ruble,inr-rub,9749,INR,Indian Rupee,RUB,Russian Ruble
RUB/INR,RUB/INR - Russian Ruble Indian Rupee,rub-inr,10038,RUB,Russian Ruble,INR,Indian Rupee
INR/SEK,INR/SEK - Indian Rupee Swedish Krona,inr-sek,9750,INR,Indian Rupee,SEK,Swedish Krona
SEK/INR,SEK/INR - Swedish Krona Indian Rupee,sek-inr,2020,SEK,Swedish Krona,INR,Indian Rupee
INR/TRY,INR/TRY - Indian Rupee Turkish Lira,inr-try,9751,INR,Indian Rupee,TRY,Turkish Lira
TRY/INR,TRY/INR - Turkish Lira Indian Rupee,try-inr,10260,TRY,Turkish Lira,INR,Indian Rupee
INR/EUR,INR/EUR - Indian Rupee Euro,inr-eur,941149,INR,Indian Rupee,EUR,Euro
EUR/INR,EUR/INR - Euro Indian Rupee,eur-inr,1646,EUR,Euro,INR,Indian Rupee
INR/GBP,INR/GBP - Indian Rupee British Pound,inr-gbp,941150,INR,Indian Rupee,GBP,British Pound
GBP/INR,GBP/INR - British Pound Indian Rupee,gbp-inr,1760,GBP,British Pound,INR,Indian Rupee
CHF/INR,CHF/INR - Swiss Franc Indian Rupee,chf-inr,1551,CHF,Swiss Franc,INR,Indian Rupee
PLN/INR,PLN/INR - Polish Zloty Indian Rupee,pln-inr,9988,PLN,Polish Zloty,INR,Indian Rupee
INR/EGP,INR/EGP - Indian Rupee Egyptian Pound,inr-egp,9733,INR,Indian Rupee,EGP,Egyptian Pound
INR/KES,INR/KES - Indian Rupee Kenyan Shilling,inr-kes,9740,INR,Indian Rupee,KES,Kenyan Shilling
INR/MAD,INR/MAD - Indian Rupee Moroccan Dirham,inr-mad,9743,INR,Indian Rupee,MAD,Moroccan Dirham
INR/NAD,INR/NAD - Indian Rupee Namibian Dollar,inr-nad,9746,INR,Indian Rupee,NAD,Namibian Dollar
INR/XAF,INR/XAF - Indian Rupee Central African Franc,inr-xaf,9752,INR,Indian Rupee,XAF,Central African Franc
INR/XOF,INR/XOF - Indian Rupee West African CFA franc,inr-xof,9753,INR,Indian Rupee,XOF,West African CFA franc
INR/ZAR,INR/ZAR - Indian Rupee South African Rand,inr-zar,9754,INR,Indian Rupee,ZAR,South African Rand
ZAR/INR,ZAR/INR - South African Rand Indian Rupee,zar-inr,2242,ZAR,South African Rand,INR,Indian Rupee
INR/JMD,INR/JMD - Indian Rupee Jamaican Dollar,inr-jmd,9739,INR,Indian Rupee,JMD,Jamaican Dollar
INR/LBP,INR/LBP - Indian Rupee Lebanese Pound,inr-lbp,9741,INR,Indian Rupee,LBP,Lebanese Pound
INR/ILS,INR/ILS - Indian Rupee Israeli Shekel,inr-ils,9755,INR,Indian Rupee,ILS,Israeli Shekel
ILS/INR,ILS/INR - Israeli Shekel Indian Rupee,ils-inr,9692,ILS,Israeli Shekel,INR,Indian Rupee
AED/INR,AED/INR - UAE Dirham Indian Rupee,aed-inr,9289,AED,UAE Dirham,INR,Indian Rupee
SAR/INR,SAR/INR - Saudi Riyal Indian Rupee,sar-inr,10089,SAR,Saudi Riyal,INR,Indian Rupee
BHD/INR,BHD/INR - Baharain Dinar Indian Rupee,bhd-inr,1073188,BHD,Baharain Dinar,INR,Indian Rupee
AUD/INR,AUD/INR - Australian Dollar Indian Rupee,aud-inr,1493,AUD,Australian Dollar,INR,Indian Rupee
NZD/INR,NZD/INR - New Zealand Dollar Indian Rupee,nzd-inr,1985,NZD,New Zealand Dollar,INR,Indian Rupee
IDR/JPY,IDR/JPY - Indonesian Rupiah Japanese Yen,idr-jpy,1848,IDR,Indonesian Rupiah,JPY,Japanese Yen
JPY/IDR,JPY/IDR - Japanese Yen Indonesian Rupiah,jpy-idr,1898,JPY,Japanese Yen,IDR,Indonesian Rupiah
IDR/KRW,IDR/KRW - Indonesian Rupiah Korean Won,idr-krw,1849,IDR,Indonesian Rupiah,KRW,Korean Won
KRW/IDR,KRW/IDR - Korean Won Indonesian Rupiah,krw-idr,1919,KRW,Korean Won,IDR,Indonesian Rupiah
IDR/THB,IDR/THB - Indonesian Rupiah Thai Baht,idr-thb,1853,IDR,Indonesian Rupiah,THB,Thai Baht
THB/IDR,THB/IDR - Thai Baht Indonesian Rupiah,thb-idr,2053,THB,Thai Baht,IDR,Indonesian Rupiah
IDR/TWD,IDR/TWD - Indonesian Rupiah Taiwan Dollar,idr-twd,1854,IDR,Indonesian Rupiah,TWD,Taiwan Dollar
TWD/IDR,TWD/IDR - Taiwan Dollar Indonesian Rupiah,twd-idr,2073,TWD,Taiwan Dollar,IDR,Indonesian Rupiah
MYR/IDR,MYR/IDR - Malaysian Ringgit Indonesian Rupiah,myr-idr,1960,MYR,Malaysian Ringgit,IDR,Indonesian Rupiah
SGD/IDR,SGD/IDR - Singapore Dollar Indonesian Rupiah,sgd-idr,2034,SGD,Singapore Dollar,IDR,Indonesian Rupiah
PHP/IDR,PHP/IDR - Philippine Peso Indonesian Rupiah,php-idr,9930,PHP,Philippine Peso,IDR,Indonesian Rupiah
PKR/IDR,PKR/IDR - Pakistani Rupee Indonesian Rupiah,pkr-idr,9960,PKR,Pakistani Rupee,IDR,Indonesian Rupiah
IDR/EUR,IDR/EUR - Indonesian Rupiah Euro,idr-eur,1031290,IDR,Indonesian Rupiah,EUR,Euro
EUR/IDR,EUR/IDR - Euro Indonesian Rupiah,eur-idr,1645,EUR,Euro,IDR,Indonesian Rupiah
IDR/GBP,IDR/GBP - Indonesian Rupiah British Pound,idr-gbp,1031291,IDR,Indonesian Rupiah,GBP,British Pound
GBP/IDR,GBP/IDR - British Pound Indonesian Rupiah,gbp-idr,1759,GBP,British Pound,IDR,Indonesian Rupiah
IDR/CHF,IDR/CHF - Indonesian Rupiah Swiss Franc,idr-chf,1031292,IDR,Indonesian Rupiah,CHF,Swiss Franc
CHF/IDR,CHF/IDR - Swiss Franc Indonesian Rupiah,chf-idr,1549,CHF,Swiss Franc,IDR,Indonesian Rupiah
DKK/IDR,DKK/IDR - Danish Krone Indonesian Rupiah,dkk-idr,9582,DKK,Danish Krone,IDR,Indonesian Rupiah
HUF/IDR,HUF/IDR - Hungarian Forint Indonesian Rupiah,huf-idr,9657,HUF,Hungarian Forint,IDR,Indonesian Rupiah
ISK/IDR,ISK/IDR - Icelandic Kr Indonesian Rupiah,isk-idr,9763,ISK,Icelandic Kr,IDR,Indonesian Rupiah
NOK/IDR,NOK/IDR - Norwegian Krone Indonesian Rupiah,nok-idr,9851,NOK,Norwegian Krone,IDR,Indonesian Rupiah
PLN/IDR,PLN/IDR - Polish Zloty Indonesian Rupiah,pln-idr,9986,PLN,Polish Zloty,IDR,Indonesian Rupiah
RUB/IDR,RUB/IDR - Russian Ruble Indonesian Rupiah,rub-idr,10036,RUB,Russian Ruble,IDR,Indonesian Rupiah
SEK/IDR,SEK/IDR - Swedish Krona Indonesian Rupiah,sek-idr,10140,SEK,Swedish Krona,IDR,Indonesian Rupiah
TRY/IDR,TRY/IDR - Turkish Lira Indonesian Rupiah,try-idr,10258,TRY,Turkish Lira,IDR,Indonesian Rupiah
IDR/AUD,IDR/AUD - Indonesian Rupiah Australian Dollar,idr-aud,1031293,IDR,Indonesian Rupiah,AUD,Australian Dollar
AUD/IDR,AUD/IDR - Australian Dollar Indonesian Rupiah,aud-idr,1491,AUD,Australian Dollar,IDR,Indonesian Rupiah
NZD/IDR,NZD/IDR - New Zealand Dollar Indonesian Rupiah,nzd-idr,1984,NZD,New Zealand Dollar,IDR,Indonesian Rupiah
ZAR/IDR,ZAR/IDR - South African Rand Indonesian Rupiah,zar-idr,2241,ZAR,South African Rand,IDR,Indonesian Rupiah
AED/IDR,AED/IDR - UAE Dirham Indonesian Rupiah,aed-idr,9326,AED,UAE Dirham,IDR,Indonesian Rupiah
ILS/IDR,ILS/IDR - Israeli Shekel Indonesian Rupiah,ils-idr,9690,ILS,Israeli Shekel,IDR,Indonesian Rupiah
SAR/IDR,SAR/IDR - Saudi Riyal Indonesian Rupiah,sar-idr,10087,SAR,Saudi Riyal,IDR,Indonesian Rupiah
JPY/KRW,JPY/KRW - Japanese Yen Korean Won,jpy-krw,159,JPY,Japanese Yen,KRW,Korean Won
KRW/JPY,KRW/JPY - Korean Won Japanese Yen,krw-jpy,1921,KRW,Korean Won,JPY,Japanese Yen
JPY/MYR,JPY/MYR - Japanese Yen Malaysian Ringgit,jpy-myr,1902,JPY,Japanese Yen,MYR,Malaysian Ringgit
MYR/JPY,MYR/JPY - Malaysian Ringgit Japanese Yen,myr-jpy,1962,MYR,Malaysian Ringgit,JPY,Japanese Yen
JPY/PKR,JPY/PKR - Japanese Yen Pakistani Rupee,jpy-pkr,1905,JPY,Japanese Yen,PKR,Pakistani Rupee
PKR/JPY,PKR/JPY - Pakistani Rupee Japanese Yen,pkr-jpy,9957,PKR,Pakistani Rupee,JPY,Japanese Yen
JPY/THB,JPY/THB - Japanese Yen Thai Baht,jpy-thb,1908,JPY,Japanese Yen,THB,Thai Baht
THB/JPY,THB/JPY - Thai Baht Japanese Yen,thb-jpy,76,THB,Thai Baht,JPY,Japanese Yen
JPY/TWD,JPY/TWD - Japanese Yen Taiwan Dollar,jpy-twd,1909,JPY,Japanese Yen,TWD,Taiwan Dollar
TWD/JPY,TWD/JPY - Taiwan Dollar Japanese Yen,twd-jpy,2075,TWD,Taiwan Dollar,JPY,Japanese Yen
JPY/LKR,JPY/LKR - Japanese Yen Sri Lankan Rupee,jpy-lkr,9782,JPY,Japanese Yen,LKR,Sri Lankan Rupee
JPY/NPR,JPY/NPR - Japanese Yen Nepalese Rupee,jpy-npr,9783,JPY,Japanese Yen,NPR,Nepalese Rupee
JPY/PHP,JPY/PHP - Japanese Yen Philippine Peso,jpy-php,9784,JPY,Japanese Yen,PHP,Philippine Peso
PHP/JPY,PHP/JPY - Philippine Peso Japanese Yen,php-jpy,9934,PHP,Philippine Peso,JPY,Japanese Yen
JPY/SGD,JPY/SGD - Japanese Yen Singapore Dollar,jpy-sgd,14485,JPY,Japanese Yen,SGD,Singapore Dollar
SGD/JPY,SGD/JPY - Singapore Dollar Japanese Yen,sgd-jpy,145,SGD,Singapore Dollar,JPY,Japanese Yen
JPY/AED,JPY/AED - Japanese Yen UAE Dirham,jpy-aed,1887,JPY,Japanese Yen,AED,UAE Dirham
AED/JPY,AED/JPY - UAE Dirham Japanese Yen,aed-jpy,1467,AED,UAE Dirham,JPY,Japanese Yen
JPY/ILS,JPY/ILS - Japanese Yen Israeli Shekel,jpy-ils,1899,JPY,Japanese Yen,ILS,Israeli Shekel
ILS/JPY,ILS/JPY - Israeli Shekel Japanese Yen,ils-jpy,1861,ILS,Israeli Shekel,JPY,Japanese Yen
JPY/LBP,JPY/LBP - Japanese Yen Lebanese Pound,jpy-lbp,9781,JPY,Japanese Yen,LBP,Lebanese Pound
JPY/JOD,JPY/JOD - Japanese Yen Jordan Dinar,jpy-jod,14482,JPY,Japanese Yen,JOD,Jordan Dinar
JOD/JPY,JOD/JPY - Jordan Dinar Japanese Yen,jod-jpy,14479,JOD,Jordan Dinar,JPY,Japanese Yen
JPY/KWD,JPY/KWD - Japanese Yen Kuwaiti Dinar,jpy-kwd,14483,JPY,Japanese Yen,KWD,Kuwaiti Dinar
KWD/JPY,KWD/JPY - Kuwaiti Dinar Japanese Yen,kwd-jpy,14489,KWD,Kuwaiti Dinar,JPY,Japanese Yen
JPY/SAR,JPY/SAR - Japanese Yen Saudi Riyal,jpy-sar,14484,JPY,Japanese Yen,SAR,Saudi Riyal
SAR/JPY,SAR/JPY - Saudi Riyal Japanese Yen,sar-jpy,10093,SAR,Saudi Riyal,JPY,Japanese Yen
JPY/AUD,JPY/AUD - Japanese Yen Australian Dollar,jpy-aud,1889,JPY,Japanese Yen,AUD,Australian Dollar
AUD/JPY,AUD/JPY - Australian Dollar Japanese Yen,aud-jpy,49,AUD,Australian Dollar,JPY,Japanese Yen
JPY/NZD,JPY/NZD - Japanese Yen New Zealand Dollar,jpy-nzd,1904,JPY,Japanese Yen,NZD,New Zealand Dollar
NZD/JPY,NZD/JPY - New Zealand Dollar Japanese Yen,nzd-jpy,58,NZD,New Zealand Dollar,JPY,Japanese Yen
JPY/CHF,JPY/CHF - Japanese Yen Swiss Franc,jpy-chf,1892,JPY,Japanese Yen,CHF,Swiss Franc
CHF/JPY,CHF/JPY - Swiss Franc Japanese Yen,chf-jpy,13,CHF,Swiss Franc,JPY,Japanese Yen
JPY/DKK,JPY/DKK - Japanese Yen Danish Krone,jpy-dkk,1894,JPY,Japanese Yen,DKK,Danish Krone
DKK/JPY,DKK/JPY - Danish Krone Japanese Yen,dkk-jpy,104,DKK,Danish Krone,JPY,Japanese Yen
JPY/EUR,JPY/EUR - Japanese Yen Euro,jpy-eur,1895,JPY,Japanese Yen,EUR,Euro
EUR/JPY,EUR/JPY - Euro Japanese Yen,eur-jpy,9,EUR,Euro,JPY,Japanese Yen
JPY/GBP,JPY/GBP - Japanese Yen British Pound,jpy-gbp,1896,JPY,Japanese Yen,GBP,British Pound
GBP/JPY,GBP/JPY - British Pound Japanese Yen,gbp-jpy,11,GBP,British Pound,JPY,Japanese Yen
JPY/NOK,JPY/NOK - Japanese Yen Norwegian Krone,jpy-nok,1903,JPY,Japanese Yen,NOK,Norwegian Krone
NOK/JPY,NOK/JPY - Norwegian Krone Japanese Yen,nok-jpy,73,NOK,Norwegian Krone,JPY,Japanese Yen
JPY/PLN,JPY/PLN - Japanese Yen Polish Zloty,jpy-pln,1906,JPY,Japanese Yen,PLN,Polish Zloty
PLN/JPY,PLN/JPY - Polish Zloty Japanese Yen,pln-jpy,74,PLN,Polish Zloty,JPY,Japanese Yen
JPY/SEK,JPY/SEK - Japanese Yen Swedish Krona,jpy-sek,1907,JPY,Japanese Yen,SEK,Swedish Krona
SEK/JPY,SEK/JPY - Swedish Krona Japanese Yen,sek-jpy,128,SEK,Swedish Krona,JPY,Japanese Yen
