country,name,full_name,symbol,tag,id,issuer,isin,asset_class,underlying
netherlands,ING Call 6693 EUR HEINEKEN 31Dec99,ING BANK N.V. Call 66.93 EUR HEINEKEN 31Dec99,NL0011363098,ing-call-6693-eur-heineken-31dec99,1122076,Ing Bank NV,NL0011363098,equity,Heineken
netherlands,ING Call 3332 EUR RANDSTAD 31Dec99,ING BANK N.V. Call 33.32 EUR RANDSTAD 31Dec99,NL0011847595,ing-call-3332-eur-randstad-31dec99,1122070,Ing Bank NV,NL0011847595,equity,Randstad
netherlands,BNP Call 13 EUR ENGIE 31Dec99,BNP PARIBAS ARBITRAGE ISSUANCE BV Call 13 EUR ENGIE 31Dec99,NL0010254967,bnp-call-13-eur-engie-31dec99,1119524,BNP Paribas Issuance BV,NL0010254967,equity,Engie
netherlands,BNP Call ENGIE 31Dec99,BNP PARIBAS ARBITRAGE ISSUANCE BV Call ENGIE 31Dec99,NL0013165772,bnp-call-engie-31dec99,1121299,BNP Paribas Issuance BV,NL0013165772,equity,Engie
netherlands,BNP Call DUTCH SHELL A 21131Dec99,BNP PARIBAS ARBITRAGE ISSUANCE BV Call ROYAL DUTCH SHELL-A 21.1 EUR 31Dec99,NL0009875251,bnp-call-dutch-shell-a-21131dec99,1121685,BNP Paribas Issuance BV,NL0009875251,equity,Royal Dutch Shell A
netherlands,BNP Call 20.84 USD ICE BRENT 03/16,BNP PARIBAS ARBITRAGE ISSUANCE BV Call 20.84 USD ICE BRENT 03/16 31Dec99,NL0011538111,bnp-call-20.84-usd-ice-brent-03-16,1119450,BNP Paribas Issuance BV,NL0011538111,commodity,Brent Oil
netherlands,BNP Call 4.86 EUR TOMTOM NV 31Dec99,BNP PARIBAS ARBITRAGE ISSUANCE BV Call 4.86 EUR TOMTOM NV 31Dec99,NL0011900162,bnp-call-4.86-eur-tomtom-nv-31dec99,1119707,BNP Paribas Issuance BV,NL0011900162,equity,TomTom
netherlands,BNP Call 16.4 USD ICE BRENT 03/16,BNP PARIBAS ARBITRAGE ISSUANCE BV Call 16.4 USD ICE BRENT 03/16 31Dec99,NL0011636949,bnp-call-16.4-usd-ice-brent-03-16,1119446,BNP Paribas Issuance BV,NL0011636949,commodity,Brent Oil
netherlands,BNP Call 157 EUR BE Semiconductor,BNP PARIBAS ARBITRAGE ISSUANCE BV Call 15.7 EUR BE Semiconductor Industries 31Dec99,NL0013285133,bnp-call-157-eur-be-semiconductor,1119552,BNP Paribas Issuance BV,NL0013285133,equity,BE Semiconductor
netherlands,ING Call 0952 EUR EURCHF 31Dec99,ING BANK N.V. Call 0.952 EUR EURCHF EXCHANGE RATE 31Dec99,NL0010969143,ing-call-0952-eur-eurchf-31dec99,1122018,Ing Bank NV,NL0010969143,currency,EUR/CHF
netherlands,BNP Call 18.4 USD ICE BRENT 03/16,BNP PARIBAS ARBITRAGE ISSUANCE BV Call 18.4 USD ICE BRENT 03/16 31Dec99,NL0011539549,bnp-call-18.4-usd-ice-brent-03-16,1119448,BNP Paribas Issuance BV,NL0011539549,commodity,Brent Oil
netherlands,BNP Call 1218.62 USD GOLD 31Dec99,BNP PARIBAS ARBITRAGE ISSUANCE BV Call 1218.62 USD GOLD 31Dec99,NL0013275977,bnp-call-1218.62-usd-gold-31dec99,1119440,BNP Paribas Issuance BV,NL0013275977,commodity,XAU/USD
netherlands,BNP Call 132.35 EUR ASML HOLDING,BNP PARIBAS ARBITRAGE ISSUANCE BV Call 132.35 EUR ASML HOLDING 31Dec99,NL0013278898,bnp-call-132.35-eur-asml-holding,1119532,BNP Paribas Issuance BV,NL0013278898,equity,ASML Holding
netherlands,ING Call 14 EUR POSTNL 31Dec99,ING BANK N.V. Call 1.4 EUR POSTNL 31Dec99,NL0010356143,ing-call-14-eur-postnl-31dec99,1121962,Ing Bank NV,NL0010356143,equity,PostNL
netherlands,BNP Call 706 DKK GENMAB 31Dec99,BNP PARIBAS ARBITRAGE ISSUANCE BV Call 706 DKK GENMAB 31Dec99,NL0011651930,bnp-call-706-dkk-genmab-31dec99,1119816,BNP Paribas Issuance BV,NL0011651930,equity,Genmab
netherlands,ING Call 0679PHARMING GROUP31Dec99,ING BANK N.V. Call 0.679 EUR PHARMING GROUP NV 31Dec99,NL0013199045,ing-call-0679pharming-group31dec99,1122175,Ing Bank NV,NL0013199045,equity,
netherlands,BNP Call 1691 EUR BE Semiconductor,BNP PARIBAS ARBITRAGE ISSUANCE BV Call 16.91 EUR BE Semiconductor Industries 31Dec99,NL0013281579,bnp-call-1691-eur-be-semiconductor,1119561,BNP Paribas Issuance BV,NL0013281579,equity,BE Semiconductor
netherlands,BNP Call 134.04 EUR ASML HOLDING,BNP PARIBAS ARBITRAGE ISSUANCE BV Call 134.04 EUR ASML HOLDING 31Dec99,NL0013286792,bnp-call-134.04-eur-asml-holding,1119535,BNP Paribas Issuance BV,NL0013286792,equity,ASML Holding
netherlands,ING Call 42161 EUR AEX 31Dec99,ING BANK N.V. Call 421.61 EUR AEX 31Dec99,NL0011847249,ing-call-42161-eur-aex-31dec99,1121973,Ing Bank NV,NL0011847249,index,AEX
netherlands,BNP Call 423 EUR AEX 31Dec99,BNP PARIBAS ARBITRAGE ISSUANCE BV Call 423 EUR AEX 31Dec99,NL0011905054,bnp-call-423-eur-aex-31dec99,1119928,BNP Paribas Issuance BV,NL0011905054,index,AEX
netherlands,BNP Call 42.88 EUR TAKEAWAY.COM,BNP PARIBAS ARBITRAGE ISSUANCE BV Call 42.88 EUR TAKEAWAY.COM 31Dec99,NL0013274103,bnp-call-42.88-eur-takeaway.com,1119712,BNP Paribas Issuance BV,NL0013274103,equity,Just Eat Takeaway
netherlands,BNP Call 197 EUR ROYAL DUTCH SHELLA,BNP PARIBAS ARBITRAGE ISSUANCE BV Call 19.7 EUR ROYAL DUTCH SHELL A 31Mar11,NL0009258607,bnp-call-197-eur-royal-dutch-shella,1119586,BNP Paribas Issuance BV,NL0009258607,equity,Royal Dutch Shell A
netherlands,BNP Call 5500 GBP FTSE 100 31Dec99,BNP PARIBAS ARBITRAGE ISSUANCE BV Call 5500 GBP FTSE 100 31Dec99,NL0010288601,bnp-call-5500-gbp-ftse-100-31dec99,1119986,BNP Paribas Issuance BV,NL0010288601,index,FTSE 100
netherlands,GS Call 407.151 EUR AEX 31Dec99,GOLDMAN SACHS & CO WERTP.GMBH Call 407.151 EUR AEX 31Dec99,NL0011701040,gs-call-407.151-eur-aex-31dec99,1121281,Goldman Sachs & Co Wertpapier GMBH,NL0011701040,index,AEX
netherlands,ING Call 24KONINKLIJKE KPN31Dec99,ING BANK N.V. Call 2.4 EUR KONINKLIJKE KPN NV 31Dec99,NL0010941084,ing-call-24koninklijke-kpn31dec99,1122168,Ing Bank NV,NL0010941084,equity,Koninklijke KPN
sweden,NB ZT 4140 USD S&P 500 31Dec99,Nordea Bank AB ZT 4140 USD S&P 500 31Dec99,SE0010825190,nb-zt-4140-usd-s-p-500-31dec99,1122877,Nordea Bank Abp,SE0010825190,index,S&P 500
sweden,NB Put 264 SEK SKF B 31Dec99,Nordea Bank AB Put 264 SEK SKF B 31Dec99,SE0009981228,nb-put-264-sek-skf-b-31dec99,1122826,Nordea Bank Abp,SE0009981228,equity,SKF B
sweden,NB Put 960 NOK OBX International,Nordea Bank AB Put 960 NOK OBX International 31Dec99,NO0010828486,nb-put-960-nok-obx-international,1122846,Nordea Bank Abp,NO0010828486,index,Oslo OBX
sweden,NB Call Gold x5 31Dec99,Nordea Bank AB Call Gold x5 31Dec99,SE0011171396,nb-call-gold-x5-31dec99,1122796,Nordea Bank Abp,SE0011171396,commodity,XAU/USD
sweden,NB Put 334 SEK Hennes and Mauritz B,Nordea Bank AB Put 334 SEK Hennes and Mauritz ser. B 31Dec99,SE0009980832,nb-put-334-sek-hennes-and-mauritz-b,1122832,Nordea Bank Abp,SE0009980832,equity,H&M B
sweden,NB ZT 312 SEK Investor B shares,Nordea Bank AB ZT 312 SEK Investor B shares 31Dec99,SE0010978163,nb-zt-312-sek-investor-b-shares,1122875,Nordea Bank Abp,SE0010978163,equity,Investor B
sweden,NB Call MINI GULD NORDENT 14,Nordea Bank AB Call MINI GULD NORDENT 14 31Dec99,SE0009979057,nb-call-mini-guld-nordent-14,1122799,Nordea Bank Abp,SE0009979057,commodity,XAU/USD
sweden,NB ZT 69 SEK Stora Enso Oyj 31Dec99,Nordea Bank AB ZT 69 SEK Stora Enso Oyj 31Dec99,SE0010821744,nb-zt-69-sek-stora-enso-oyj-31dec99,1122880,Nordea Bank Abp,SE0010821744,equity,Stora Enso R
sweden,NBp Put x5 Swedbank 31Dec99,Nordea Bank Abp Put x5 Swedbank 31Dec99,SE0011423573,nbp-put-x5-swedbank-31dec99,1122974,Nordea Bank Abp,SE0011423573,equity,Swedbank A
sweden,NB Call 91 SEK Getinge AB ser. B,Nordea Bank AB Call 91 SEK Getinge AB ser. B 31Dec99,SE0009979792,nb-call-91-sek-getinge-ab-ser.-b,1122789,Nordea Bank Abp,SE0009979792,equity,Getinge B
sweden,NBp Call S&P 500 31Dec99,Nordea Bank Abp Call S&P 500 31Dec99,SE0011978634,nbp-call-s-p-500-31dec99,1122914,Nordea Bank Abp,SE0011978634,index,S&P 500
sweden,NB Call 53 Skandinaviska EnskildaBA,Nordea Bank AB Call 53 SEK Skandinaviska Enskilda Banken ser. A 31Dec99,SE0009980238,nb-call-53-skandinaviska-enskildaba,1122779,Nordea Bank Abp,SE0009980238,equity,SEB A
sweden,NB Put 1100 NOK OBX International,Nordea Bank AB Put 1100 NOK OBX International 31Dec99,NO0010828502,nb-put-1100-nok-obx-international,1122806,Nordea Bank Abp,NO0010828502,index,Oslo OBX
sweden,NBp Call x18 OMXS30 31Dec99,Nordea Bank Abp Call x18 OMXS30 31Dec99,SE0011761287,nbp-call-x18-omxs30-31dec99,1122923,Nordea Bank Abp,SE0011761287,index,OMXS30
sweden,NBp Call x12 ICE Brent Crude Oil,Nordea Bank Abp Call x12 ICE Brent Crude Oil 31Dec99,SE0011975044,nbp-call-x12-ice-brent-crude-oil,1122921,Nordea Bank Abp,SE0011975044,commodity,Brent Oil
sweden,NBp Call Fingerprint Cards B,Nordea Bank Abp Call Fingerprint Cards B 31Dec99,SE0011978972,nbp-call-fingerprint-cards-b,1122911,Nordea Bank Abp,SE0011978972,equity,Fingerprint Cards B
sweden,NBp Call x20 OMXS30 31Dec99,Nordea Bank Abp Call x20 OMXS30 31Dec99,SE0011978659,nbp-call-x20-omxs30-31dec99,1122924,Nordea Bank Abp,SE0011978659,index,OMXS30
sweden,NBp Call Silver 31Dec99,Nordea Bank Abp Call Silver 31Dec99,SE0011979285,nbp-call-silver-31dec99,1122915,Nordea Bank Abp,SE0011979285,commodity,XAG/USD
sweden,NBp Call x10 ICE Brent Crude Oil,Nordea Bank Abp Call x10 ICE Brent Crude Oil 31Dec99,SE0011761717,nbp-call-x10-ice-brent-crude-oil,1122918,Nordea Bank Abp,SE0011761717,commodity,Brent Oil
sweden,NBp Call x10 ICE Brent Crude Oil 4,Nordea Bank Abp Call x10 ICE Brent Crude Oil 4 31Dec99,SE0011759240,nbp-call-x10-ice-brent-crude-oil-4,1122919,Nordea Bank Abp,SE0011759240,commodity,Brent Oil
sweden,NBp Call x12 Brent Oil 314 Dec99,Nordea Bank Abp Call x12 ICE Brent Crude Oil 314 Dec99,SE0011759224,nbp-call-x12-brent-oil-314-dec99,1122920,Nordea Bank Abp,SE0011759224,commodity,Brent Oil
sweden,NB Call MINI GULD NORDENT 12,Nordea Bank AB Call MINI GULD NORDENT 12 31Dec99,SE0009979032,nb-call-mini-guld-nordent-12,1122798,Nordea Bank Abp,SE0009979032,commodity,XAU/USD
sweden,NB Call 52 SEK Ericsson ser. B,Nordea Bank AB Call 52 SEK Ericsson ser. B 31Dec99,SE0010982140,nb-call-52-sek-ericsson-ser.-b,1122778,Nordea Bank Abp,SE0010982140,equity,LM Ericsson B
sweden,NBp Call 196 SEK Fastighets AB,Nordea Bank Abp Call 196 SEK Fastighets AB Balder 31Dec99,SE0011422997,nbp-call-196-sek-fastighets-ab,1122896,Nordea Bank Abp,SE0011422997,equity,Fastighets AB Balder B
sweden,NB Call 1100 SEK OMXS30 31Dec99,Nordea Bank AB Call 1100 SEK OMXS30 31Dec99,SE0009892888,nb-call-1100-sek-omxs30-31dec99,1122752,Nordea Bank Abp,SE0009892888,index,OMXS30
sweden,NB Call 1222 SEK OMXS30 31Dec99,Nordea Bank AB Call 1222 SEK OMXS30 31Dec99,SE0009982739,nb-call-1222-sek-omxs30-31dec99,1122757,Nordea Bank Abp,SE0009982739,index,OMXS30
sweden,NBp Call x15 ICE Brent Crude Oil,Nordea Bank Abp Call x15 ICE Brent Crude Oil 31Dec99,SE0011979244,nbp-call-x15-ice-brent-crude-oil,1122922,Nordea Bank Abp,SE0011979244,commodity,Brent Oil
sweden,NBp Call x5 Swedbank 31Dec99,Nordea Bank Abp Call x5 Swedbank 31Dec99,SE0011423581,nbp-call-x5-swedbank-31dec99,1122926,Nordea Bank Abp,SE0011423581,equity,Swedbank A
sweden,NB Call 8.3 USD COMEX Silver,Nordea Bank AB Call 8.3 USD COMEX Silver Commodity 31Dec99,SE0009982242,nb-call-8.3-usd-comex-silver,1122787,Nordea Bank Abp,SE0009982242,commodity,
sweden,NBp Call Hennes and Mauritz ser. B,Nordea Bank Abp Call Hennes and Mauritz ser. B 31Dec99,SE0011423425,nbp-call-hennes-and-mauritz-ser.-b,1122913,Nordea Bank Abp,SE0011423425,equity,H&M B
sweden,NB Call 6500 EUR DAX 31Dec99,Nordea Bank AB Call 6500 EUR DAX 31Dec99,SE0009892599,nb-call-6500-eur-dax-31dec99,1122785,Nordea Bank Abp,SE0009892599,index,DAX
sweden,NBp Call Gold 31Dec99,Nordea Bank Abp Call Gold 31Dec99,SE0011979269,nbp-call-gold-31dec99,1122912,Nordea Bank Abp,SE0011979269,commodity,XAU/USD
sweden,NB Call Fingerprint Cards B 31Dec99,Nordea Bank AB Call Fingerprint Cards B 31Dec99,SE0011168244,nb-call-fingerprint-cards-b-31dec99,1122794,Nordea Bank Abp,SE0011168244,equity,Fingerprint Cards B
sweden,NB Call MINI GULD NORDENT 7 31Dec99,Nordea Bank AB Call MINI GULD NORDENT 7 31Dec99,SE0009978984,nb-call-mini-guld-nordent-7-31dec99,1122800,Nordea Bank Abp,SE0009978984,commodity,XAU/USD
sweden,NBp Call x4 Swedbank 31Dec99,Nordea Bank Abp Call x4 Swedbank 31Dec99,SE0011423565,nbp-call-x4-swedbank-31dec99,1122925,Nordea Bank Abp,SE0011423565,equity,Swedbank A
sweden,NB Call 1170 SEK OMXS30 31Dec99,Nordea Bank AB Call 1170 SEK OMXS30 31Dec99,SE0010140244,nb-call-1170-sek-omxs30-31dec99,1122755,Nordea Bank Abp,SE0010140244,index,OMXS30
sweden,NB Call MINI GULD NORDENT 9 31Dec99,Nordea Bank AB Call MINI GULD NORDENT 9 31Dec99,SE0009979008,nb-call-mini-guld-nordent-9-31dec99,1122802,Nordea Bank Abp,SE0009979008,commodity,XAU/USD
sweden,NBp Put Lundin Petroleum 31Dec99,Nordea Bank Abp Put Lundin Petroleum 31Dec99,SE0011423938,nbp-put-lundin-petroleum-31dec99,1122966,Nordea Bank Abp,SE0011423938,equity,Lundin Petroleum
sweden,NBp Call SSAB A shares 31Dec99,Nordea Bank Abp Call SSAB A shares 31Dec99,SE0011423664,nbp-call-ssab-a-shares-31dec99,1122916,Nordea Bank Abp,SE0011423664,equity,SSAB A
sweden,NBp Call Volvo AB ser. B 31Dec99,Nordea Bank Abp Call Volvo AB ser. B 31Dec99,SE0011423623,nbp-call-volvo-ab-ser.-b-31dec99,1122917,Nordea Bank Abp,SE0011423623,equity,Volvo
sweden,NB Put 2400 SEK OMXS30 31Dec99,Nordea Bank AB Put 2400 SEK OMXS30 31Dec99,SE0009893019,nb-put-2400-sek-omxs30-31dec99,1122824,Nordea Bank Abp,SE0009893019,index,OMXS30
sweden,NB ZT 2230 SEK OMXS30 31Dec99,Nordea Bank AB ZT 2230 SEK OMXS30 31Dec99,SE0010825729,nb-zt-2230-sek-omxs30-31dec99,1122871,Nordea Bank Abp,SE0010825729,index,OMXS30
sweden,NB Call 5550 USD NASDAQ 100 31Dec99,Nordea Bank AB Call 5550 USD NASDAQ 100 31Dec99,SE0010979104,nb-call-5550-usd-nasdaq-100-31dec99,1122781,Nordea Bank Abp,SE0010979104,index,Nasdaq 100
sweden,NB Call Africa Oil 31Dec99,Nordea Bank AB Call Africa Oil 31Dec99,SE0011168475,nb-call-africa-oil-31dec99,1122792,Nordea Bank Abp,SE0011168475,equity,Africa Oil
sweden,NBp Call 90 SEK Tele2 AB ser. B,Nordea Bank Abp Call 90 SEK Tele2 AB ser. B 31Dec99,SE0011752310,nbp-call-90-sek-tele2-ab-ser.-b,1122908,Nordea Bank Abp,SE0011752310,equity,Tele2 AB
sweden,NB Call 24 SEK Lundin Mining Corp,Nordea Bank AB Call 24 SEK Lundin Mining Corp  31Dec99,SE0009983166,nb-call-24-sek-lundin-mining-corp,1122772,Nordea Bank Abp,SE0009983166,equity,Lundin Mining
sweden,NB Call 1270 SEK OMXS30 31Dec99,Nordea Bank AB Call 1270 SEK OMXS30 31Dec99,SE0010140251,nb-call-1270-sek-omxs30-31dec99,1122759,Nordea Bank Abp,SE0010140251,index,OMXS30
sweden,NBp Put Sandvik 31Dec99,Nordea Bank Abp Put Sandvik 31Dec99,SE0011423698,nbp-put-sandvik-31dec99,1122968,Nordea Bank Abp,SE0011423698,equity,Sandvik AB
sweden,NB Put 15800 EUR DAX 31Dec99,Nordea Bank AB Put 15800 EUR DAX 31Dec99,SE0009892755,nb-put-15800-eur-dax-31dec99,1122813,Nordea Bank Abp,SE0009892755,index,DAX
sweden,NBp Call DAX 31Dec99,Nordea Bank Abp Call DAX 31Dec99,SE0011978675,nbp-call-dax-31dec99,1122910,Nordea Bank Abp,SE0011978675,index,DAX
