country,name,full_name,tag,id,symbol,currency
uk,FTSE AIM All Share,FTSE AIM All Share,ftse-aim-all-share,27376,FTAI,GBP
uk,FTSE All-Share,FTSE All-Share,ftse-all-share,27322,FTAS,GBP
uk,FTSE SmallCap,FTSE SmallCap,ftse-smallcap,27454,FTSC,GBP
uk,FTSE TechMARK Focus,FTSE TechMARK Focus,ftse-techmark-100,27458,FTT1X,GBP
uk,UK 100,Investing.com United Kingdom 100,investing.com-uk-100,956500,invuk100,GBP
usa,Dow 30,Dow Jones Industrial Average,us-30,169,DJI,USD
usa,Nasdaq 100,Nasdaq 100,nq-100,20,NDX,USD
usa,Nasdaq,NASDAQ Composite,nasdaq-composite,14958,IXIC,USD
usa,S&P 500,S&P 500,us-spx-500,166,SPX,USD
usa,S&P 500 VIX,CBOE Volatility Index,volatility-s-p-500,44336,VIX,USD
usa,DJ Composite,Dow Jones Composite,dj-composite-average,19943,DJA,USD
usa,DJ Transportation,Dow Jones Transportation,dj-transportation-average,19941,DJT,USD
usa,DJ Utility,Dow Jones Utility,dj-utility-average,19942,DJU,USD
usa,NYSE AMEX Composite,NYSE AMEX Composite,nyse-market-composite,27652,XAX,USD
usa,NYSE Composite,NYSE Composite,nyse-composite,27604,NYA,USD
usa,OTCM ADR,OTCM ADR,otcm-adr,941623,OTCDR,USD
usa,OTCM QX ADR 30,OTCM QX ADR 30,otcm-qx-adr-30,941622,OTCQX30,USD
usa,S&P 100,S&P 100,s-p-100,40821,OEX,USD
usa,SmallCap 2000,US SmallCap 2000,smallcap-2000,170,RUT,USD
venezuela,Bursatil,Bursatil,bursatil,49748,IBC,VES
venezuela,Merinvest Composite,Merinvest Composite,merinvest-composite,29193,MRCP,VES
vietnam,HNX 30,HNX 30,hnx-30,995072,HNX30,VND
vietnam,VN 30,VN 30,vn-30,41064,VNI30,VND
vietnam,FTSE Vietnam,FTSE Vietnam,ftse-vietnam,29196,FTFVTT,VND
vietnam,FTSE Vietnam All,FTSE Vietnam All,ftse-vietnam-all,29197,FTFVAS,VND
vietnam,HNX,HNX,hnx,41062,HNXI,VND
vietnam,VN,VN,vn,41063,VNI,VND
vietnam,VN100,VN100,vn100,995068,VNI100,VND
zambia,LSE All Share,LSE All Share,lse-all-share,941333,LASILZ,ZMW
zambia,LSE EN,LSE EN,lse-en,941335,ENLZ,ZMW
zambia,LSE Inv,LSE Inv,lse-inv,941334,INVLZ,ZMW
zimbabwe,Zimbabwe Industrial,Zimbabwe Industrial,zimbabwe-industrial,41165,INDZI,ZWD
zimbabwe,Zimbabwe Mining,Zimbabwe Mining,zimbabwe-mining,41166,MINZI,ZWD
