id,name,symbol,tag
37633,Lyxor Ibex 35 Doble Inverso Diario,2INVE,lyxor-ibex-35-x2-inverso
37631,Lyxor Ibex 35 Doble Apalancado Diario C-EUR,IBEXA,lyxor-ibex-35-doble-apalancado
37632,Accion IBEX 35 Cotizado Armonizado FI,BBVAI,bbva-accion-ibex-35
47649,BBVA Accion DJ Eurostoxx 50,BBVAE,bbva-accion-dj-eurostoxx-50
38897,Lyxor Ibex 35 Inverso Diario,INVEX,lyxor-ibex-35-invers
38898,Lyxor Ibex35 (DR) D-EUR,LYXIB,lyxor-ibex-35
